utc,tke
2016-04-22 22:00:00,2.28870
2016-04-22 22:20:00,2.46433
2016-04-22 22:40:00,2.30464
2016-04-22 23:00:00,2.33122
2016-04-22 23:20:00,1.87858
2016-04-22 23:40:00,1.90588
2016-04-23 00:00:00,1.72303
2016-04-23 00:20:00,1.56132
2016-04-23 00:40:00,1.77600
2016-04-23 01:00:00,1.89643
2016-04-23 01:20:00,2.07548
2016-04-23 01:40:00,2.24710
2016-04-23 02:00:00,2.35675
2016-04-23 02:20:00,2.38387
2016-04-23 02:40:00,2.40001
2016-04-23 03:00:00,2.32888
2016-04-23 03:20:00,2.33290
2016-04-23 03:40:00,2.24035
2016-04-23 04:00:00,2.14723
2016-04-23 04:20:00,2.09550
2016-04-23 04:40:00,2.00512
2016-04-23 05:00:00,1.99132
2016-04-23 05:20:00,1.93163
2016-04-23 05:40:00,1.85687
2016-04-23 06:00:00,1.75659
2016-04-23 06:20:00,1.70372
2016-04-23 06:40:00,1.57267
2016-04-23 07:00:00,1.48021
2016-04-23 07:20:00,1.27045
2016-04-23 07:40:00,1.10023
2016-04-23 08:00:00,0.884577
2016-04-23 08:20:00,0.799851
2016-04-23 08:40:00,0.776657
2016-04-23 09:00:00,0.803281
2016-04-23 09:20:00,0.745280
2016-04-23 09:40:00,0.653949
2016-04-23 10:00:00,0.668709
2016-04-23 10:20:00,0.680709
2016-04-23 10:40:00,0.636052
2016-04-23 11:00:00,0.705497
2016-04-23 11:20:00,0.727890
2016-04-23 11:40:00,0.724241
2016-04-23 12:00:00,0.770903
2016-04-23 12:20:00,0.790927
2016-04-23 12:40:00,0.715617
2016-04-23 13:00:00,0.713819
2016-04-23 13:20:00,0.736557
2016-04-23 13:40:00,0.771348
2016-04-23 14:00:00,0.797392
2016-04-23 14:20:00,0.915781
2016-04-23 14:40:00,1.08242
2016-04-23 15:00:00,1.04883
2016-04-23 15:20:00,1.04960
2016-04-23 15:40:00,1.12194
2016-04-23 16:00:00,1.11825
2016-04-23 16:20:00,1.12428
2016-04-23 16:40:00,1.20386
2016-04-23 17:00:00,1.32964
2016-04-23 17:20:00,1.43452
2016-04-23 17:40:00,1.65079
2016-04-23 18:00:00,1.68849
2016-04-23 18:20:00,1.74193
2016-04-23 18:40:00,1.83566
2016-04-23 19:00:00,1.94409
2016-04-23 19:20:00,1.79896
2016-04-23 19:40:00,1.68512
2016-04-23 20:00:00,1.59379
2016-04-23 20:20:00,1.48798
2016-04-23 20:40:00,1.34107
2016-04-23 21:00:00,1.23710
2016-04-23 21:20:00,1.15763
2016-04-23 21:40:00,1.11015
2016-04-23 22:00:00,1.08220
2016-04-23 22:20:00,1.11265
2016-04-23 22:40:00,0.916780
2016-04-23 23:00:00,0.750140
2016-04-23 23:20:00,0.677333
2016-04-23 23:40:00,0.596802
2016-04-24 00:00:00,0.464307
2016-04-24 00:20:00,0.386504
2016-04-24 00:40:00,0.343402
2016-04-24 01:00:00,0.297203
2016-04-24 01:20:00,0.328633
2016-04-24 01:40:00,0.357962
2016-04-24 02:00:00,0.393791
2016-04-24 02:20:00,0.446136
2016-04-24 02:40:00,0.433324
2016-04-24 03:00:00,0.391335
2016-04-24 03:20:00,0.349789
2016-04-24 03:40:00,0.311785
2016-04-24 04:00:00,0.395000
2016-04-24 04:20:00,0.373675
2016-04-24 04:40:00,0.364631
2016-04-24 05:00:00,0.370762
2016-04-24 05:20:00,0.334603
2016-04-24 05:40:00,0.405756
2016-04-24 06:00:00,0.402370
2016-04-24 06:20:00,0.474046
2016-04-24 06:40:00,0.548762
2016-04-24 07:00:00,0.545006
2016-04-24 07:20:00,0.606516
2016-04-24 07:40:00,0.700025
2016-04-24 08:00:00,0.759869
2016-04-24 08:20:00,0.792469
2016-04-24 08:40:00,0.777523
2016-04-24 09:00:00,0.769066
2016-04-24 09:20:00,0.790866
2016-04-24 09:40:00,0.788124
2016-04-24 10:00:00,0.757583
2016-04-24 10:20:00,0.711054
2016-04-24 10:40:00,0.688547
2016-04-24 11:00:00,0.680914
2016-04-24 11:20:00,0.688992
2016-04-24 11:40:00,0.743165
2016-04-24 12:00:00,0.765198
2016-04-24 12:20:00,0.737733
2016-04-24 12:40:00,0.714634
2016-04-24 13:00:00,0.748975
2016-04-24 13:20:00,0.846385
2016-04-24 13:40:00,0.973556
2016-04-24 14:00:00,1.01544
2016-04-24 14:20:00,1.05259
2016-04-24 14:40:00,1.08409
2016-04-24 15:00:00,1.12088
2016-04-24 15:20:00,1.16685
2016-04-24 15:40:00,1.29697
2016-04-24 16:00:00,1.48688
2016-04-24 16:20:00,1.63491
2016-04-24 16:40:00,1.77026
2016-04-24 17:00:00,1.88536
2016-04-24 17:20:00,1.97618
2016-04-24 17:40:00,2.02886
2016-04-24 18:00:00,2.07102
2016-04-24 18:20:00,2.07229
2016-04-24 18:40:00,2.04249
2016-04-24 19:00:00,1.84892
2016-04-24 19:20:00,1.90171
2016-04-24 19:40:00,1.98179
2016-04-24 20:00:00,1.94293
2016-04-24 20:20:00,1.92887
2016-04-24 20:40:00,2.00560
2016-04-24 21:00:00,1.97187
2016-04-24 21:20:00,1.91083
2016-04-24 21:40:00,1.77424
2016-04-24 22:00:00,1.55485
2016-04-24 22:20:00,1.52468
2016-04-24 22:40:00,1.45523
2016-04-24 23:00:00,1.31319
2016-04-24 23:20:00,1.10922
2016-04-24 23:40:00,0.969700
2016-04-25 00:00:00,0.868152
2016-04-25 00:20:00,0.779180
2016-04-25 00:40:00,0.695153
2016-04-25 01:00:00,0.631238
2016-04-25 01:20:00,0.518762
2016-04-25 01:40:00,0.527322
2016-04-25 02:00:00,0.489254
2016-04-25 02:20:00,0.491687
2016-04-25 02:40:00,0.464920
2016-04-25 03:00:00,0.447411
2016-04-25 03:20:00,0.467220
2016-04-25 03:40:00,0.511193
2016-04-25 04:00:00,0.579333
2016-04-25 04:20:00,0.545084
2016-04-25 04:40:00,0.554263
2016-04-25 05:00:00,0.586232
2016-04-25 05:20:00,0.627836
2016-04-25 05:40:00,0.688382
2016-04-25 06:00:00,0.736994
2016-04-25 06:20:00,0.752506
2016-04-25 06:40:00,0.690605
2016-04-25 07:00:00,0.656015
2016-04-25 07:20:00,0.634576
2016-04-25 07:40:00,0.622821
2016-04-25 08:00:00,0.643968
2016-04-25 08:20:00,0.711859
2016-04-25 08:40:00,0.788327
2016-04-25 09:00:00,0.928693
2016-04-25 09:20:00,0.981773
2016-04-25 09:40:00,0.994563
2016-04-25 10:00:00,1.03929
2016-04-25 10:20:00,1.06546
2016-04-25 10:40:00,1.07277
2016-04-25 11:00:00,1.06341
2016-04-25 11:20:00,1.04868
2016-04-25 11:40:00,1.08898
2016-04-25 12:00:00,1.04128
2016-04-25 00:00:00,0.00000
2016-04-25 00:20:00,0.0667708
2016-04-25 00:40:00,0.0478524
2016-04-25 01:00:00,0.0376080
2016-04-25 01:20:00,0.0562928
2016-04-25 01:40:00,0.0420766
2016-04-25 02:00:00,0.0803748
2016-04-25 02:20:00,0.125183
2016-04-25 02:40:00,0.177842
2016-04-25 03:00:00,0.211714
2016-04-25 03:20:00,0.219713
2016-04-25 03:40:00,0.249168
2016-04-25 04:00:00,0.277630
2016-04-25 04:20:00,0.326662
2016-04-25 04:40:00,0.345158
2016-04-25 05:00:00,0.330061
2016-04-25 05:20:00,0.346563
2016-04-25 05:40:00,0.371986
2016-04-25 06:00:00,0.358277
2016-04-25 06:20:00,0.319882
2016-04-25 06:40:00,0.302800
2016-04-25 07:00:00,0.299769
2016-04-25 07:20:00,0.305842
2016-04-25 07:40:00,0.302505
2016-04-25 08:00:00,0.331611
2016-04-25 08:20:00,0.385358
2016-04-25 08:40:00,0.435132
2016-04-25 09:00:00,0.497474
2016-04-25 09:20:00,0.579687
2016-04-25 09:40:00,0.644671
2016-04-25 10:00:00,0.669787
2016-04-25 10:20:00,0.684621
2016-04-25 10:40:00,0.715988
2016-04-25 11:00:00,0.738045
2016-04-25 11:20:00,0.746803
2016-04-25 11:40:00,0.742356
2016-04-25 12:00:00,0.736077
2016-04-25 12:20:00,0.747670
2016-04-25 12:40:00,0.823499
2016-04-25 13:00:00,0.841229
2016-04-25 13:20:00,0.948282
2016-04-25 13:40:00,0.991044
2016-04-25 14:00:00,1.03026
2016-04-25 14:20:00,1.15252
2016-04-25 14:40:00,1.32126
2016-04-25 15:00:00,1.52106
2016-04-25 15:20:00,1.81426
2016-04-25 15:40:00,2.09013
2016-04-25 16:00:00,2.41104
2016-04-25 16:20:00,2.73759
2016-04-25 16:40:00,3.10360
2016-04-25 17:00:00,3.46798
2016-04-25 17:20:00,3.66174
2016-04-25 17:40:00,3.58849
2016-04-25 18:00:00,3.85855
2016-04-25 18:20:00,4.03769
2016-04-25 18:40:00,3.90752
2016-04-25 19:00:00,3.82719
2016-04-25 19:20:00,3.98221
2016-04-25 19:40:00,4.56881
2016-04-25 20:00:00,3.96269
2016-04-25 20:20:00,3.55320
2016-04-25 20:40:00,3.52696
2016-04-25 21:00:00,3.47538
2016-04-25 21:20:00,3.43635
2016-04-25 21:40:00,3.59118
2016-04-25 22:00:00,3.43176
2016-04-25 22:20:00,3.34602
2016-04-25 22:40:00,3.22777
2016-04-25 23:00:00,2.93272
2016-04-25 23:20:00,2.57125
2016-04-25 23:40:00,2.22927
2016-04-26 00:00:00,1.83298
2016-04-26 00:20:00,1.29744
2016-04-26 00:40:00,0.973910
2016-04-26 01:00:00,0.800524
2016-04-26 01:20:00,0.793856
2016-04-26 01:40:00,0.859452
2016-04-26 02:00:00,0.932086
2016-04-26 02:20:00,0.992083
2016-04-26 02:40:00,1.01046
2016-04-26 03:00:00,1.02050
2016-04-26 03:20:00,1.03403
2016-04-26 03:40:00,1.03989
2016-04-26 04:00:00,1.08069
2016-04-26 04:20:00,1.11790
2016-04-26 04:40:00,1.11432
2016-04-26 05:00:00,1.10491
2016-04-26 05:20:00,1.09408
2016-04-26 05:40:00,1.10443
2016-04-26 06:00:00,1.12210
2016-04-26 06:20:00,1.14888
2016-04-26 06:40:00,1.21547
2016-04-26 07:00:00,1.28961
2016-04-26 07:20:00,1.36429
2016-04-26 07:40:00,1.41355
2016-04-26 08:00:00,1.38921
2016-04-26 08:20:00,1.31630
2016-04-26 08:40:00,1.27824
2016-04-26 09:00:00,1.22836
2016-04-26 09:20:00,1.15674
2016-04-26 09:40:00,1.08944
2016-04-26 10:00:00,1.04366
2016-04-26 10:20:00,0.980553
2016-04-26 10:40:00,0.928881
2016-04-26 11:00:00,0.885661
2016-04-26 11:20:00,0.949569
2016-04-26 11:40:00,0.978565
2016-04-26 12:00:00,0.948216
2016-04-26 12:20:00,1.02166
2016-04-26 12:40:00,1.37835
2016-04-26 13:00:00,2.02994
2016-04-26 13:20:00,1.30308
2016-04-26 13:40:00,1.88326
2016-04-26 14:00:00,1.56829
2016-04-26 14:20:00,1.45609
2016-04-26 14:40:00,1.35655
2016-04-26 15:00:00,1.40628
2016-04-26 15:20:00,1.43438
2016-04-26 15:40:00,1.47580
2016-04-26 16:00:00,1.51996
2016-04-26 16:20:00,1.64186
2016-04-26 16:40:00,1.79031
2016-04-26 17:00:00,1.76658
2016-04-26 17:20:00,1.95111
2016-04-26 17:40:00,2.02234
2016-04-26 18:00:00,1.83939
2016-04-26 18:20:00,1.99821
2016-04-26 18:40:00,1.86134
2016-04-26 19:00:00,1.84341
2016-04-26 19:20:00,1.72375
2016-04-26 19:40:00,1.97790
2016-04-26 20:00:00,2.10000
2016-04-26 20:20:00,2.05312
2016-04-26 20:40:00,1.52234
2016-04-26 21:00:00,1.41451
2016-04-26 21:20:00,1.30272
2016-04-26 21:40:00,1.29425
2016-04-26 22:00:00,0.657593
2016-04-26 22:20:00,0.486646
2016-04-26 22:40:00,1.52231
2016-04-26 23:00:00,1.17498
2016-04-26 23:20:00,0.784554
2016-04-26 23:40:00,0.732195
2016-04-27 00:00:00,0.886098
2016-04-27 00:20:00,1.08416
2016-04-27 00:40:00,1.26681
2016-04-27 01:00:00,1.52351
2016-04-27 01:20:00,0.879365
2016-04-27 01:40:00,1.33800
2016-04-27 02:00:00,1.43885
2016-04-27 02:20:00,1.28664
2016-04-27 02:40:00,0.695480
2016-04-27 03:00:00,0.600911
2016-04-27 03:20:00,0.575500
2016-04-27 03:40:00,0.766360
2016-04-27 04:00:00,0.945505
2016-04-27 04:20:00,1.00719
2016-04-27 04:40:00,0.920946
2016-04-27 05:00:00,0.979076
2016-04-27 05:20:00,1.46948
2016-04-27 05:40:00,1.53316
2016-04-27 06:00:00,1.65627
2016-04-27 06:20:00,1.34993
2016-04-27 06:40:00,1.64360
2016-04-27 07:00:00,1.65851
2016-04-27 07:20:00,1.58185
2016-04-27 07:40:00,1.38959
2016-04-27 08:00:00,1.40108
2016-04-27 08:20:00,1.36718
2016-04-27 08:40:00,1.27109
2016-04-27 09:00:00,1.16771
2016-04-27 09:20:00,1.07526
2016-04-27 09:40:00,1.04196
2016-04-27 10:00:00,1.04789
2016-04-27 10:20:00,1.03961
2016-04-27 10:40:00,0.984615
2016-04-27 11:00:00,0.962533
2016-04-27 11:20:00,0.890131
2016-04-27 11:40:00,0.902459
2016-04-27 12:00:00,0.951631
2016-04-27 12:20:00,0.996420
2016-04-27 12:40:00,1.00564
2016-04-27 13:00:00,1.12669
2016-04-27 13:20:00,1.20222
2016-04-27 13:40:00,1.26064
2016-04-27 14:00:00,1.37274
2016-04-27 14:20:00,1.35394
2016-04-27 14:40:00,1.27271
2016-04-27 15:00:00,1.35087
2016-04-27 15:20:00,1.31547
2016-04-27 15:40:00,1.43150
2016-04-27 16:00:00,1.46090
2016-04-27 16:20:00,1.52596
2016-04-27 16:40:00,1.65077
2016-04-27 17:00:00,1.75704
2016-04-27 17:20:00,1.85272
2016-04-27 17:40:00,1.91662
2016-04-27 18:00:00,2.02201
2016-04-27 18:20:00,2.10128
2016-04-27 18:40:00,2.18694
2016-04-27 19:00:00,2.10398
2016-04-27 19:20:00,2.20554
2016-04-27 19:40:00,2.12162
2016-04-27 20:00:00,1.38373
2016-04-27 20:20:00,1.00889
2016-04-27 20:40:00,1.03790
2016-04-27 21:00:00,1.02398
2016-04-27 21:20:00,1.26102
2016-04-27 21:40:00,1.25103
2016-04-27 22:00:00,1.31993
2016-04-27 22:20:00,1.25453
2016-04-27 22:40:00,1.21142
2016-04-27 23:00:00,1.03075
2016-04-27 23:20:00,0.845018
2016-04-27 23:40:00,0.770000
2016-04-28 00:00:00,0.793139
2016-04-28 00:20:00,0.875499
2016-04-28 00:40:00,1.00922
2016-04-28 01:00:00,1.23755
2016-04-28 01:20:00,1.54650
2016-04-28 01:40:00,1.84084
2016-04-28 02:00:00,2.02864
2016-04-28 02:20:00,2.33872
2016-04-28 02:40:00,2.44075
2016-04-28 03:00:00,2.24030
2016-04-28 03:20:00,2.63366
2016-04-28 03:40:00,2.05409
2016-04-28 04:00:00,1.83575
2016-04-28 04:20:00,2.24301
2016-04-28 04:40:00,2.31115
2016-04-28 05:00:00,1.82851
2016-04-28 05:20:00,2.03495
2016-04-28 05:40:00,1.37056
2016-04-28 06:00:00,1.46653
2016-04-28 06:20:00,1.49852
2016-04-28 06:40:00,1.11786
2016-04-28 07:00:00,1.00741
2016-04-28 07:20:00,0.782965
2016-04-28 07:40:00,0.502149
2016-04-28 08:00:00,0.581306
2016-04-28 08:20:00,0.490760
2016-04-28 08:40:00,1.08136
2016-04-28 09:00:00,0.959004
2016-04-28 09:20:00,0.738810
2016-04-28 09:40:00,0.603761
2016-04-28 10:00:00,0.629271
2016-04-28 10:20:00,0.702691
2016-04-28 10:40:00,0.617182
2016-04-28 11:00:00,0.751203
2016-04-28 11:20:00,0.979295
2016-04-28 11:40:00,0.807135
2016-04-28 12:00:00,0.721961
2016-04-28 12:20:00,1.36754
2016-04-28 12:40:00,1.24637
2016-04-28 13:00:00,1.10674
2016-04-28 13:20:00,1.27327
2016-04-28 13:40:00,0.924846
2016-04-28 14:00:00,0.673533
2016-04-28 14:20:00,0.864615
2016-04-28 14:40:00,1.26880
2016-04-28 15:00:00,0.977166
2016-04-28 15:20:00,1.19758
2016-04-28 15:40:00,0.963273
2016-04-28 16:00:00,0.888851
2016-04-28 16:20:00,1.12346
2016-04-28 16:40:00,1.23733
2016-04-28 17:00:00,1.22721
2016-04-28 17:20:00,1.63910
2016-04-28 17:40:00,1.81436
2016-04-28 18:00:00,2.22420
2016-04-28 18:20:00,2.47577
2016-04-28 18:40:00,2.31585
2016-04-28 19:00:00,2.59560
2016-04-28 19:20:00,2.98070
2016-04-28 19:40:00,2.40536
2016-04-28 20:00:00,2.63098
2016-04-28 20:20:00,2.32642
2016-04-28 20:40:00,2.03306
2016-04-28 21:00:00,2.69638
2016-04-28 21:20:00,2.56106
2016-04-28 21:40:00,1.88878
2016-04-28 22:00:00,2.19894
2016-04-28 22:20:00,1.89173
2016-04-28 22:40:00,1.60168
2016-04-28 23:00:00,1.72649
2016-04-28 23:20:00,1.70882
2016-04-28 23:40:00,1.41819
2016-04-29 00:00:00,1.06678
2016-04-29 00:20:00,0.940808
2016-04-29 00:40:00,1.28293
2016-04-29 01:00:00,1.07750
2016-04-29 01:20:00,1.01069
2016-04-29 01:40:00,0.941992
2016-04-29 02:00:00,0.914541
2016-04-29 02:20:00,1.02551
2016-04-29 02:40:00,1.06803
2016-04-29 03:00:00,1.15642
2016-04-29 03:20:00,1.16369
2016-04-29 03:40:00,1.08718
2016-04-29 04:00:00,1.16585
2016-04-29 04:20:00,1.47218
2016-04-29 04:40:00,1.72412
2016-04-29 05:00:00,1.75277
2016-04-29 05:20:00,1.35095
2016-04-29 05:40:00,1.14426
2016-04-29 06:00:00,1.04572
2016-04-29 06:20:00,1.01428
2016-04-29 06:40:00,0.974157
2016-04-29 07:00:00,0.852829
2016-04-29 07:20:00,0.740316
2016-04-29 07:40:00,0.604319
2016-04-29 08:00:00,0.468419
2016-04-29 08:20:00,0.371078
2016-04-29 08:40:00,0.301076
2016-04-29 09:00:00,0.272405
2016-04-29 09:20:00,0.284131
2016-04-29 09:40:00,0.268528
2016-04-29 10:00:00,0.180074
2016-04-29 10:20:00,0.158340
2016-04-29 10:40:00,0.160037
2016-04-29 11:00:00,0.159660
2016-04-29 11:20:00,0.251216
2016-04-29 11:40:00,0.391590
2016-04-29 12:00:00,0.482363
2016-04-29 12:20:00,0.501982
2016-04-29 12:40:00,0.619762
2016-04-29 13:00:00,0.873925
2016-04-29 13:20:00,1.00464
2016-04-29 13:40:00,1.15271
2016-04-29 14:00:00,1.31037
2016-04-29 14:20:00,1.46826
2016-04-29 14:40:00,1.63013
2016-04-29 15:00:00,1.84179
2016-04-29 15:20:00,1.85642
2016-04-29 15:40:00,1.74062
2016-04-29 16:00:00,1.93206
2016-04-29 16:20:00,2.17007
2016-04-29 16:40:00,2.18772
2016-04-29 17:00:00,2.10790
2016-04-29 17:20:00,2.40947
2016-04-29 17:40:00,2.40544
2016-04-29 18:00:00,2.42514
2016-04-29 18:20:00,2.26254
2016-04-29 18:40:00,2.19626
2016-04-29 19:00:00,2.37126
2016-04-29 19:20:00,2.41853
2016-04-29 19:40:00,2.35229
2016-04-29 20:00:00,2.22322
2016-04-29 20:20:00,2.18547
2016-04-29 20:40:00,2.00573
2016-04-29 21:00:00,2.02754
2016-04-29 21:20:00,1.87905
2016-04-29 21:40:00,1.80583
2016-04-29 22:00:00,1.81278
2016-04-29 22:20:00,1.67083
2016-04-29 22:40:00,1.63294
2016-04-29 23:00:00,1.51193
2016-04-29 23:20:00,1.26263
2016-04-29 23:40:00,1.13942
2016-04-30 00:00:00,0.901661
2016-04-29 12:00:00,0.00000
2016-04-29 12:20:00,0.366328
2016-04-29 12:40:00,0.625339
2016-04-29 13:00:00,0.860568
2016-04-29 13:20:00,1.11175
2016-04-29 13:40:00,1.15661
2016-04-29 14:00:00,1.34641
2016-04-29 14:20:00,1.55910
2016-04-29 14:40:00,1.64897
2016-04-29 15:00:00,1.66836
2016-04-29 15:20:00,1.76506
2016-04-29 15:40:00,1.87606
2016-04-29 16:00:00,2.01440
2016-04-29 16:20:00,2.04443
2016-04-29 16:40:00,1.89761
2016-04-29 17:00:00,2.08598
2016-04-29 17:20:00,2.40865
2016-04-29 17:40:00,2.35631
2016-04-29 18:00:00,2.36861
2016-04-29 18:20:00,2.32322
2016-04-29 18:40:00,2.31233
2016-04-29 19:00:00,2.43321
2016-04-29 19:20:00,2.47478
2016-04-29 19:40:00,2.42235
2016-04-29 20:00:00,2.30978
2016-04-29 20:20:00,2.18703
2016-04-29 20:40:00,2.08750
2016-04-29 21:00:00,1.90105
2016-04-29 21:20:00,1.86967
2016-04-29 21:40:00,1.84592
2016-04-29 22:00:00,1.79806
2016-04-29 22:20:00,1.71471
2016-04-29 22:40:00,1.56232
2016-04-29 23:00:00,1.35886
2016-04-29 23:20:00,1.25951
2016-04-29 23:40:00,1.08024
2016-04-30 00:00:00,0.932433
2016-04-30 00:20:00,0.831989
2016-04-30 00:40:00,0.733976
2016-04-30 01:00:00,0.777076
2016-04-30 01:20:00,0.775927
2016-04-30 01:40:00,0.772960
2016-04-30 02:00:00,0.730858
2016-04-30 02:20:00,0.739506
2016-04-30 02:40:00,0.877618
2016-04-30 03:00:00,0.965989
2016-04-30 03:20:00,1.03305
2016-04-30 03:40:00,1.14170
2016-04-30 04:00:00,1.23945
2016-04-30 04:20:00,1.13244
2016-04-30 04:40:00,1.08758
2016-04-30 05:00:00,1.10582
2016-04-30 05:20:00,1.01701
2016-04-30 05:40:00,0.992893
2016-04-30 06:00:00,1.00589
2016-04-30 06:20:00,1.03323
2016-04-30 06:40:00,1.26565
2016-04-30 07:00:00,1.40770
2016-04-30 07:20:00,1.47626
2016-04-30 07:40:00,1.68880
2016-04-30 08:00:00,1.75672
2016-04-30 08:20:00,1.81108
2016-04-30 08:40:00,1.82802
2016-04-30 09:00:00,1.88555
2016-04-30 09:20:00,1.92795
2016-04-30 09:40:00,2.08913
2016-04-30 10:00:00,2.20061
2016-04-30 10:20:00,2.12977
2016-04-30 10:40:00,2.03350
2016-04-30 11:00:00,1.97948
2016-04-30 11:20:00,1.94768
2016-04-30 11:40:00,1.92378
2016-04-30 12:00:00,1.96480
2016-04-30 12:20:00,2.00215
2016-04-30 12:40:00,1.94291
2016-04-30 13:00:00,1.77918
2016-04-30 13:20:00,1.61842
2016-04-30 13:40:00,1.51742
2016-04-30 14:00:00,1.47196
2016-04-30 14:20:00,1.42829
2016-04-30 14:40:00,1.39621
2016-04-30 15:00:00,1.35953
2016-04-30 15:20:00,1.40898
2016-04-30 15:40:00,1.36466
2016-04-30 16:00:00,1.47762
2016-04-30 16:20:00,1.78498
2016-04-30 16:40:00,2.31356
2016-04-30 17:00:00,2.65954
2016-04-30 17:20:00,2.02820
2016-04-30 17:40:00,2.41702
2016-04-30 18:00:00,1.08443
2016-04-30 18:20:00,2.32155
2016-04-30 18:40:00,1.46171
2016-04-30 19:00:00,2.71747
2016-04-30 19:20:00,1.43265
2016-04-30 19:40:00,1.77443
2016-04-30 20:00:00,1.64232
2016-04-30 20:20:00,1.70559
2016-04-30 20:40:00,1.60190
2016-04-30 21:00:00,1.58325
2016-04-30 21:20:00,1.21520
2016-04-30 21:40:00,1.07440
2016-04-30 22:00:00,1.09106
2016-04-30 22:20:00,0.971930
2016-04-30 22:40:00,0.812541
2016-04-30 23:00:00,0.625003
2016-04-30 23:20:00,0.443251
2016-04-30 23:40:00,0.267710
2016-05-01 00:00:00,0.463169
2016-05-01 00:20:00,1.33991
2016-05-01 00:40:00,1.11448
2016-05-01 01:00:00,0.364563
2016-05-01 01:20:00,0.879113
2016-05-01 01:40:00,1.02610
2016-05-01 02:00:00,1.56367
2016-05-01 02:20:00,0.520373
2016-05-01 02:40:00,1.02038
2016-05-01 03:00:00,0.476650
2016-05-01 03:20:00,0.192927
2016-05-01 03:40:00,0.0347285
2016-05-01 04:00:00,0.602156
2016-05-01 04:20:00,0.350714
2016-05-01 04:40:00,0.331198
2016-05-01 05:00:00,0.121373
2016-05-01 05:20:00,0.193427
2016-05-01 05:40:00,0.0476409
2016-05-01 06:00:00,0.0747335
2016-05-01 06:20:00,0.0741099
2016-05-01 06:40:00,0.106166
2016-05-01 07:00:00,0.0781812
2016-05-01 07:20:00,0.0371631
2016-05-01 07:40:00,0.0455430
2016-05-01 08:00:00,0.0880164
2016-05-01 08:20:00,0.0985605
2016-05-01 08:40:00,0.0866861
2016-05-01 09:00:00,0.0869507
2016-05-01 09:20:00,0.0708832
2016-05-01 09:40:00,0.0275488
2016-05-01 10:00:00,0.0218483
2016-05-01 10:20:00,0.0218216
2016-05-01 10:40:00,0.00915578
2016-05-01 11:00:00,0.00933844
2016-05-01 11:20:00,0.0132766
2016-05-01 11:40:00,0.0188887
2016-05-01 12:00:00,0.0305215
2016-05-01 12:20:00,0.0675384
2016-05-01 12:40:00,0.103941
2016-05-01 13:00:00,0.111739
2016-05-01 13:20:00,0.107879
2016-05-01 13:40:00,0.117417
2016-05-01 14:00:00,0.157966
2016-05-01 14:20:00,0.187736
2016-05-01 14:40:00,0.208420
2016-05-01 15:00:00,0.220022
2016-05-01 15:20:00,0.245528
2016-05-01 15:40:00,0.272959
2016-05-01 16:00:00,0.300859
2016-05-01 16:20:00,0.340528
2016-05-01 16:40:00,0.382343
2016-05-01 17:00:00,0.431996
2016-05-01 17:20:00,0.488883
2016-05-01 17:40:00,0.742312
2016-05-01 18:00:00,0.864226
2016-05-01 18:20:00,1.08547
2016-05-01 18:40:00,1.03716
2016-05-01 19:00:00,1.34621
2016-05-01 19:20:00,1.44413
2016-05-01 19:40:00,1.49556
2016-05-01 20:00:00,1.58307
2016-05-01 20:20:00,1.67832
2016-05-01 20:40:00,1.63688
2016-05-01 21:00:00,1.54516
2016-05-01 21:20:00,1.42462
2016-05-01 21:40:00,1.23662
2016-05-01 22:00:00,1.08193
2016-05-01 22:20:00,0.975845
2016-05-01 22:40:00,0.765721
2016-05-01 23:00:00,0.783737
2016-05-01 23:20:00,0.709909
2016-05-01 23:40:00,0.606907
2016-05-02 00:00:00,0.508070
2016-05-02 00:20:00,0.428427
2016-05-02 00:40:00,0.336880
2016-05-02 01:00:00,0.546203
2016-05-02 01:20:00,1.10449
2016-05-02 01:40:00,0.783592
2016-05-02 02:00:00,0.297253
2016-05-02 02:20:00,0.212463
2016-05-02 02:40:00,0.261999
2016-05-02 03:00:00,0.303762
2016-05-02 03:20:00,0.154111
2016-05-02 03:40:00,0.189788
2016-05-02 04:00:00,0.104867
2016-05-02 04:20:00,0.0480137
2016-05-02 04:40:00,0.0166550
2016-05-02 05:00:00,0.0163455
2016-05-02 05:20:00,0.00358580
2016-05-02 05:40:00,0.00461385
2016-05-02 06:00:00,0.0429400
2016-05-02 06:20:00,0.128143
2016-05-02 06:40:00,0.179993
2016-05-02 07:00:00,0.183963
2016-05-02 07:20:00,0.523111
2016-05-02 07:40:00,0.542318
2016-05-02 08:00:00,0.498609
2016-05-02 08:20:00,0.380550
2016-05-02 08:40:00,0.113135
2016-05-02 09:00:00,0.160330
2016-05-02 09:20:00,0.511403
2016-05-02 09:40:00,0.651708
2016-05-02 10:00:00,0.635735
2016-05-02 10:20:00,0.773435
2016-05-02 10:40:00,0.792879
2016-05-02 11:00:00,0.840825
2016-05-02 11:20:00,0.880667
2016-05-02 11:40:00,0.891088
2016-05-02 12:00:00,0.861977
2016-05-02 12:20:00,0.873518
2016-05-02 12:40:00,0.850214
2016-05-02 13:00:00,0.809737
2016-05-02 13:20:00,0.766726
2016-05-02 13:40:00,0.690566
2016-05-02 14:00:00,0.610943
2016-05-02 14:20:00,0.568664
2016-05-02 14:40:00,0.562513
2016-05-02 15:00:00,0.572808
2016-05-02 15:20:00,0.621282
