,Enhanc_FM(ppm)
4/02/2016 04:00,2.155669329
4/02/2016 05:00,2.263591938
4/02/2016 06:00,1.87997973
4/02/2016 07:00,1.664287561
4/02/2016 08:00,1.630010057
4/02/2016 09:00,1.653704296
4/02/2016 10:00,1.915909261
4/02/2016 11:00,2.832047277
4/02/2016 12:00,4.638743118
4/02/2016 13:00,4.434859513
4/02/2016 14:00,4.644288421
4/02/2016 15:00,5.2253087
4/02/2016 16:00,5.100871747
4/02/2016 17:00,4.609099061
4/02/2016 18:00,3.332329442
4/02/2016 19:00,3.580630033
4/02/2016 20:00,3.629629657
4/02/2016 21:00,4.248178808
4/02/2016 22:00,6.586134672
4/02/2016 23:00,7.58397263
5/02/2016 00:00,12.533645
5/02/2016 01:00,12.0051001
5/02/2016 02:00,8.829569455
5/02/2016 03:00,8.250948994
5/02/2016 04:00,10.07114213
5/02/2016 05:00,15.38710257
5/02/2016 06:00,22.79693739
5/02/2016 07:00,32.16706935
5/02/2016 08:00,26.67869004
5/02/2016 09:00,23.4413149
5/02/2016 10:00,17.72390377
5/02/2016 11:00,11.53497176
5/02/2016 12:00,11.59819888
5/02/2016 13:00,13.22026121
5/02/2016 14:00,11.23221657
5/02/2016 15:00,8.518927656
5/02/2016 16:00,6.558202632
5/02/2016 17:00,5.659641325
5/02/2016 18:00,5.056344896
5/02/2016 19:00,3.778756457
5/02/2016 20:00,9.252327384
5/02/2016 21:00,4.761401297
5/02/2016 22:00,8.555859187
5/02/2016 23:00,17.23046768
6/02/2016 00:00,23.36504556
6/02/2016 01:00,23.56433409
6/02/2016 02:00,19.70947094
6/02/2016 03:00,16.98890745
6/02/2016 04:00,17.95046183
6/02/2016 05:00,19.26285659
6/02/2016 06:00,18.27179191
6/02/2016 07:00,20.7206976
6/02/2016 08:00,33.09173817
6/02/2016 09:00,47.88675071
6/02/2016 10:00,58.48320522
6/02/2016 11:00,40.33560188
6/02/2016 12:00,32.12569267
6/02/2016 13:00,25.11051383
6/02/2016 14:00,23.33491892
6/02/2016 15:00,15.46417639
6/02/2016 16:00,8.421959258
6/02/2016 17:00,7.961878588
6/02/2016 18:00,8.489909072
6/02/2016 19:00,11.68745499
6/02/2016 20:00,23.63570294
6/02/2016 21:00,15.36062799
6/02/2016 22:00,24.36082717
6/02/2016 23:00,29.63302502
7/02/2016 00:00,95.31740871
7/02/2016 01:00,18.07067889
7/02/2016 02:00,11.71630879
7/02/2016 03:00,9.363646632
7/02/2016 04:00,7.615580733
7/02/2016 05:00,6.365482684
7/02/2016 06:00,4.96001126
7/02/2016 07:00,5.216982785
7/02/2016 08:00,5.284853379
7/02/2016 09:00,5.202653347
7/02/2016 10:00,5.830247119
7/02/2016 11:00,7.700709511
7/02/2016 12:00,9.476723858
7/02/2016 13:00,8.830114467
7/02/2016 14:00,7.155982815
7/02/2016 15:00,4.689341069
7/02/2016 16:00,4.062785829
7/02/2016 17:00,2.706463948
7/02/2016 18:00,1.921227397
7/02/2016 19:00,1.482395621
7/02/2016 20:00,1.764739431
7/02/2016 21:00,3.268073494
7/02/2016 22:00,2.629049224
7/02/2016 23:00,2.901429468
8/02/2016 00:00,4.351856173
8/02/2016 01:00,5.928254236
8/02/2016 02:00,36.47276136
8/02/2016 03:00,19.25313027
8/02/2016 04:00,12.45944633
8/02/2016 05:00,8.747311146
8/02/2016 06:00,11.31379645
8/02/2016 07:00,24.09496154
8/02/2016 08:00,26.44641891
8/02/2016 09:00,27.02392729
8/02/2016 10:00,24.09833002
8/02/2016 11:00,28.82017661
8/02/2016 12:00,16.28479096
8/02/2016 13:00,16.77100555
8/02/2016 14:00,32.2998197
8/02/2016 15:00,7.010633491
8/02/2016 16:00,4.331343582
8/02/2016 17:00,4.572385603
8/02/2016 18:00,2.92343722
8/02/2016 19:00,3.19471852
8/02/2016 20:00,3.576457422
8/02/2016 21:00,4.08437731
8/02/2016 22:00,4.183447431
8/02/2016 23:00,3.46109251
9/02/2016 00:00,2.711277905
9/02/2016 01:00,2.42781979
9/02/2016 02:00,2.214832129
9/02/2016 03:00,1.947101385
9/02/2016 04:00,1.812020755
9/02/2016 05:00,2.040120053
9/02/2016 06:00,1.618794542
9/02/2016 07:00,1.661260067
9/02/2016 08:00,1.797287803
9/02/2016 09:00,1.613334847
9/02/2016 10:00,2.175898489
9/02/2016 11:00,2.909335689
9/02/2016 12:00,4.558248957
9/02/2016 13:00,4.846289231
9/02/2016 14:00,4.038623909
9/02/2016 15:00,3.737698792
9/02/2016 16:00,3.465515998
9/02/2016 17:00,3.469652158
9/02/2016 18:00,3.180497489
9/02/2016 19:00,3.325296811
9/02/2016 20:00,3.580772749
9/02/2016 21:00,4.187267857
9/02/2016 22:00,5.595517428
9/02/2016 23:00,3.074422356
10/02/2016 00:00,3.084833476
10/02/2016 01:00,2.473830105
10/02/2016 02:00,2.392703766
10/02/2016 03:00,2.206455371
10/02/2016 04:00,1.672671165
10/02/2016 05:00,1.531140402
10/02/2016 06:00,1.405978806
10/02/2016 07:00,1.348097272
10/02/2016 08:00,1.346276975
10/02/2016 09:00,1.310145139
10/02/2016 10:00,1.696308439
10/02/2016 11:00,2.59667944
10/02/2016 12:00,3.526042657
10/02/2016 13:00,3.783057871
10/02/2016 14:00,3.132180394
10/02/2016 15:00,2.758061515
10/02/2016 16:00,2.428209849
10/02/2016 17:00,1.929543327
10/02/2016 18:00,2.036941471
10/02/2016 19:00,2.284837271
10/02/2016 20:00,2.233136686
10/02/2016 21:00,2.462376073
10/02/2016 22:00,3.797214136
10/02/2016 23:00,2.836058236
11/02/2016 00:00,3.313960301
11/02/2016 01:00,3.536187866
11/02/2016 02:00,2.940553048
11/02/2016 03:00,2.770791713
11/02/2016 04:00,2.485961073
11/02/2016 05:00,2.044434106
11/02/2016 06:00,1.962044742
11/02/2016 07:00,1.935745965
11/02/2016 08:00,2.245720814
11/02/2016 09:00,2.600119812
11/02/2016 10:00,3.151994391
11/02/2016 11:00,5.154751893
11/02/2016 12:00,6.224508642
11/02/2016 13:00,7.634109992
11/02/2016 14:00,6.713237873
11/02/2016 15:00,4.997709553
11/02/2016 16:00,4.620383473
11/02/2016 17:00,4.460766982
11/02/2016 18:00,4.000096953
11/02/2016 19:00,4.713901711
11/02/2016 20:00,3.578890912
11/02/2016 21:00,4.960728296
11/02/2016 22:00,7.547763247
11/02/2016 23:00,7.795215297
12/02/2016 00:00,8.225976175
12/02/2016 01:00,6.511625237
12/02/2016 02:00,6.628779531
12/02/2016 03:00,11.06407131
12/02/2016 04:00,14.15050301
12/02/2016 05:00,26.08172466
12/02/2016 06:00,14.66401938
12/02/2016 07:00,12.73646499
12/02/2016 08:00,12.13416133
12/02/2016 09:00,9.97381303
12/02/2016 10:00,9.299384023
12/02/2016 11:00,10.24008666
12/02/2016 12:00,15.8130267
12/02/2016 13:00,19.80738204
12/02/2016 14:00,31.81473059
12/02/2016 15:00,49.64237974
12/02/2016 16:00,7.964427202
12/02/2016 17:00,3.117655309
12/02/2016 18:00,2.365785625
12/02/2016 19:00,2.409388498
12/02/2016 20:00,2.778062769
12/02/2016 21:00,2.735195906
12/02/2016 22:00,2.834452129
12/02/2016 23:00,2.73917739
13/02/2016 00:00,2.467246969
13/02/2016 01:00,2.904267889
13/02/2016 02:00,1.77966468
13/02/2016 03:00,1.140080906
13/02/2016 04:00,1.00605245
13/02/2016 05:00,0.910570457
13/02/2016 06:00,0.76347486
13/02/2016 07:00,0.82925198
13/02/2016 08:00,0.995002193
13/02/2016 09:00,1.282127965
13/02/2016 10:00,1.635726625
13/02/2016 11:00,2.731836005
13/02/2016 12:00,3.306092288
13/02/2016 13:00,3.730262703
13/02/2016 14:00,3.299229075
13/02/2016 15:00,3.411433076
13/02/2016 16:00,3.263886661
13/02/2016 17:00,3.354589827
13/02/2016 18:00,3.17878207
13/02/2016 19:00,3.402618143
13/02/2016 20:00,3.935776117
13/02/2016 21:00,4.46441133
13/02/2016 22:00,5.045610428
13/02/2016 23:00,4.256906568
14/02/2016 00:00,4.283137745
14/02/2016 01:00,4.370775773
14/02/2016 02:00,4.770232748
14/02/2016 03:00,4.726748383
14/02/2016 04:00,5.35082173
14/02/2016 05:00,6.64399485
14/02/2016 06:00,7.083857137
14/02/2016 07:00,5.20051379
14/02/2016 08:00,4.027199688
14/02/2016 09:00,3.050373313
14/02/2016 10:00,2.098086646
14/02/2016 11:00,1.867079165
14/02/2016 12:00,1.827267539
14/02/2016 13:00,1.875898776
14/02/2016 14:00,1.353139597
14/02/2016 15:00,0.965056712
14/02/2016 16:00,0.671835391
14/02/2016 17:00,0.719367388
14/02/2016 18:00,0.770060927
14/02/2016 19:00,0.756046813
14/02/2016 20:00,0.785481292
14/02/2016 21:00,1.074363412
14/02/2016 22:00,1.058141471
14/02/2016 23:00,1.073414835
15/02/2016 00:00,1.069510453
15/02/2016 01:00,1.121905017
15/02/2016 02:00,1.133786622
15/02/2016 03:00,1.193593013
15/02/2016 04:00,1.322029988
15/02/2016 05:00,1.375856269
15/02/2016 06:00,1.1947251
15/02/2016 07:00,1.343464936
15/02/2016 08:00,1.520204084
15/02/2016 09:00,1.822378685
15/02/2016 10:00,1.959532343
15/02/2016 11:00,2.562284536
15/02/2016 12:00,4.470343268
15/02/2016 13:00,6.414861396
15/02/2016 14:00,5.907041105
15/02/2016 15:00,7.180603363
15/02/2016 16:00,8.357663543
15/02/2016 17:00,5.674928095
15/02/2016 18:00,3.42434484
15/02/2016 19:00,3.573339389
15/02/2016 20:00,5.810721429
15/02/2016 21:00,6.905053641
15/02/2016 22:00,6.039434382
15/02/2016 23:00,14.49953032
16/02/2016 00:00,30.91170235
16/02/2016 01:00,27.885169
16/02/2016 02:00,23.81387494
16/02/2016 03:00,23.4472266
16/02/2016 04:00,19.90664865
16/02/2016 05:00,17.91223316
16/02/2016 06:00,13.03405717
16/02/2016 07:00,13.73748609
16/02/2016 08:00,17.67548095
16/02/2016 09:00,19.99647604
16/02/2016 10:00,35.05144317
16/02/2016 11:00,65.80059442
16/02/2016 12:00,98.13398366
16/02/2016 13:00,58.59793869
16/02/2016 14:00,39.98007184
16/02/2016 15:00,27.33000883
16/02/2016 16:00,8.765810379
16/02/2016 17:00,10.36912563
16/02/2016 18:00,9.806625266
16/02/2016 19:00,10.50331833
16/02/2016 20:00,10.26537784
16/02/2016 21:00,10.49979519
16/02/2016 22:00,13.64460308
16/02/2016 23:00,16.40076117
17/02/2016 00:00,17.47813801
17/02/2016 01:00,23.28721016
17/02/2016 02:00,23.68279073
17/02/2016 03:00,26.90839454
17/02/2016 04:00,24.7376914
17/02/2016 05:00,36.97183908
17/02/2016 06:00,53.6447102
17/02/2016 07:00,81.38524963
17/02/2016 08:00,41.8964342
17/02/2016 09:00,25.74354484
17/02/2016 10:00,6.927634918
17/02/2016 11:00,8.194602556
17/02/2016 12:00,8.227956041
17/02/2016 13:00,14.0887602
17/02/2016 14:00,17.09615655
17/02/2016 15:00,7.790611687
17/02/2016 16:00,5.239392685
17/02/2016 17:00,5.593511522
17/02/2016 18:00,5.8404978
17/02/2016 19:00,6.035029076
17/02/2016 20:00,7.077903504
17/02/2016 21:00,6.196344311
17/02/2016 22:00,9.570146276
17/02/2016 23:00,8.214920884
18/02/2016 00:00,9.468304972
18/02/2016 01:00,15.91475634
18/02/2016 02:00,7.700866494
18/02/2016 03:00,8.163094718
18/02/2016 04:00,7.847180464
18/02/2016 05:00,8.107659029
18/02/2016 06:00,5.601074753
18/02/2016 07:00,4.756642059
18/02/2016 08:00,5.800508627
18/02/2016 09:00,5.115038185
18/02/2016 10:00,4.627224829
18/02/2016 11:00,4.487681441
18/02/2016 12:00,4.372060467
18/02/2016 13:00,4.043712635
18/02/2016 14:00,2.905587765
18/02/2016 15:00,2.946276842
18/02/2016 16:00,3.141613597
18/02/2016 17:00,2.064991198
18/02/2016 18:00,1.644824603
18/02/2016 19:00,1.529024733
18/02/2016 20:00,1.384474025
18/02/2016 21:00,1.679006854
18/02/2016 22:00,2.359494779
18/02/2016 23:00,2.625840151
19/02/2016 00:00,1.572689035
19/02/2016 01:00,1.288759326
19/02/2016 02:00,1.149247301
19/02/2016 03:00,1.144687089
19/02/2016 04:00,1.032011952
19/02/2016 05:00,0.911447806
19/02/2016 06:00,0.618325688
19/02/2016 07:00,0.644379807
19/02/2016 08:00,0.645507107
19/02/2016 09:00,0.901874397
19/02/2016 10:00,1.749086249
19/02/2016 11:00,3.020535258
19/02/2016 12:00,3.104421641
19/02/2016 13:00,3.658407903
19/02/2016 14:00,2.920904289
19/02/2016 15:00,2.355734575
19/02/2016 16:00,2.252764516
19/02/2016 17:00,1.469542523
19/02/2016 18:00,1.213994486
19/02/2016 19:00,1.26480905
19/02/2016 20:00,1.490901161
19/02/2016 21:00,1.509254175
19/02/2016 22:00,5.119903117
19/02/2016 23:00,25.02647385
20/02/2016 00:00,9.597812798
20/02/2016 01:00,7.982632644
20/02/2016 02:00,7.182993019
20/02/2016 03:00,7.043103367
20/02/2016 04:00,9.289486993
20/02/2016 05:00,7.299329785
20/02/2016 06:00,5.934527534
20/02/2016 07:00,10.92131473
20/02/2016 08:00,8.878883642
20/02/2016 09:00,19.8418094
20/02/2016 10:00,5.649784765
20/02/2016 11:00,7.095463387
20/02/2016 12:00,6.367220835
20/02/2016 13:00,8.645623611
20/02/2016 14:00,6.312743235
20/02/2016 15:00,7.50930225
20/02/2016 16:00,5.31809511
20/02/2016 17:00,3.864115299
20/02/2016 18:00,6.318943613
20/02/2016 19:00,12.08047975
20/02/2016 20:00,5.941503619
20/02/2016 21:00,5.161962149
20/02/2016 22:00,5.955392467
20/02/2016 23:00,7.564592076
21/02/2016 00:00,11.62223293
21/02/2016 01:00,65.23820186
21/02/2016 02:00,19.15194786
21/02/2016 03:00,26.29767289
21/02/2016 04:00,44.07155234
21/02/2016 05:00,33.16726437
21/02/2016 06:00,14.74660051
21/02/2016 07:00,10.86384395
21/02/2016 08:00,6.791914279
21/02/2016 09:00,6.318010406
21/02/2016 10:00,7.518955868
21/02/2016 11:00,7.846250908
21/02/2016 12:00,8.978742117
21/02/2016 13:00,12.04521968
21/02/2016 14:00,11.53761287
21/02/2016 15:00,10.34495482
21/02/2016 16:00,9.106343033
21/02/2016 17:00,6.423496317
21/02/2016 18:00,6.405362913
21/02/2016 19:00,9.842486027
21/02/2016 20:00,11.23144915
21/02/2016 21:00,12.41620921
21/02/2016 22:00,10.46590377
21/02/2016 23:00,6.92323016
22/02/2016 00:00,4.373331366
22/02/2016 01:00,13.59405586
22/02/2016 02:00,11.8540439
22/02/2016 03:00,7.802928894
22/02/2016 04:00,4.218232442
22/02/2016 05:00,2.78951504
22/02/2016 06:00,2.56827284
22/02/2016 07:00,2.465735325
22/02/2016 08:00,2.609995814
22/02/2016 09:00,2.902515846
22/02/2016 10:00,3.628102773
22/02/2016 11:00,5.571924617
22/02/2016 12:00,7.661620394
22/02/2016 13:00,6.056325734
22/02/2016 14:00,4.15075154
22/02/2016 15:00,2.640040855
22/02/2016 16:00,2.601406085
22/02/2016 17:00,1.924249566
22/02/2016 18:00,1.526117281
22/02/2016 19:00,1.092486646
22/02/2016 20:00,1.728259381
22/02/2016 21:00,2.580360487
22/02/2016 22:00,2.890789555
22/02/2016 23:00,3.564391411
23/02/2016 00:00,4.309774243
23/02/2016 01:00,2.493865099
23/02/2016 02:00,1.414182896
23/02/2016 03:00,1.383238076
23/02/2016 04:00,1.424248037
23/02/2016 05:00,1.497508905
23/02/2016 06:00,1.358566686
23/02/2016 07:00,1.343983335
23/02/2016 08:00,1.406815602
23/02/2016 09:00,1.618465234
23/02/2016 10:00,2.251437186
23/02/2016 11:00,3.431546853
23/02/2016 12:00,3.993463887
23/02/2016 13:00,3.959250101
23/02/2016 14:00,2.344519984
23/02/2016 15:00,1.873206779
23/02/2016 16:00,1.732504062
23/02/2016 17:00,1.679763307
23/02/2016 18:00,1.541358363
23/02/2016 19:00,1.880560965
23/02/2016 20:00,2.387257249
23/02/2016 21:00,2.681331225
23/02/2016 22:00,3.554613409
23/02/2016 23:00,3.392354407
24/02/2016 00:00,3.466520509
24/02/2016 01:00,3.551245662
24/02/2016 02:00,2.570607576
24/02/2016 03:00,2.391580206
24/02/2016 04:00,1.873486423
24/02/2016 05:00,1.423800695
24/02/2016 06:00,1.178800465
24/02/2016 07:00,1.332530774
24/02/2016 08:00,1.395155614
24/02/2016 09:00,1.465537116
24/02/2016 10:00,1.707409015
24/02/2016 11:00,2.536377465
24/02/2016 12:00,4.007184347
24/02/2016 13:00,3.957853831
24/02/2016 14:00,2.974296295
24/02/2016 15:00,2.842659371
24/02/2016 16:00,2.938601937
24/02/2016 17:00,3.191163693
24/02/2016 18:00,3.169096683
24/02/2016 19:00,2.715006748
24/02/2016 20:00,4.160569812
24/02/2016 21:00,8.028197905
24/02/2016 22:00,7.869033104
24/02/2016 23:00,3.551714532
25/02/2016 00:00,2.943601369
25/02/2016 01:00,2.501223178
25/02/2016 02:00,1.83276958
25/02/2016 03:00,1.610168778
25/02/2016 04:00,1.579403651
25/02/2016 05:00,1.483585321
25/02/2016 06:00,1.489694215
25/02/2016 07:00,1.77724961
25/02/2016 08:00,1.697783793
25/02/2016 09:00,1.84336365
25/02/2016 10:00,2.375384287
25/02/2016 11:00,3.997908337
25/02/2016 12:00,5.040355377
25/02/2016 13:00,5.068441027
25/02/2016 14:00,3.888272905
25/02/2016 15:00,3.622393966
25/02/2016 16:00,3.744791492
25/02/2016 17:00,3.807901682
25/02/2016 18:00,3.802967582
25/02/2016 19:00,3.824022435
25/02/2016 20:00,4.141780814
25/02/2016 21:00,4.695424442
25/02/2016 22:00,6.000767773
25/02/2016 23:00,4.744501604
26/02/2016 00:00,4.536175582
26/02/2016 01:00,5.350315942
26/02/2016 02:00,6.021724995
26/02/2016 03:00,5.786729826
26/02/2016 04:00,3.906214348
26/02/2016 05:00,2.754996504
26/02/2016 06:00,1.595680195
26/02/2016 07:00,1.723895717
26/02/2016 08:00,1.978114689
26/02/2016 09:00,2.572479774
26/02/2016 10:00,3.754413899
26/02/2016 11:00,5.31541751
26/02/2016 12:00,4.794781292
26/02/2016 13:00,6.247290825
26/02/2016 14:00,3.540075767
26/02/2016 15:00,3.105282103
26/02/2016 16:00,4.214282645
26/02/2016 17:00,2.784342262
26/02/2016 18:00,2.521880642
26/02/2016 19:00,2.864793165
26/02/2016 20:00,2.20170539
26/02/2016 21:00,2.455197248
26/02/2016 22:00,2.708745702
26/02/2016 23:00,2.041147596
27/02/2016 00:00,2.947725777
27/02/2016 01:00,4.761239836
27/02/2016 02:00,28.26579044
27/02/2016 03:00,36.39516558
27/02/2016 04:00,33.38530761
27/02/2016 05:00,8.050208145
27/02/2016 06:00,4.39008385
27/02/2016 07:00,5.136298089
27/02/2016 08:00,8.560743323
27/02/2016 09:00,13.54106847
27/02/2016 10:00,28.8791037
27/02/2016 11:00,17.50198221
27/02/2016 12:00,13.32805054
27/02/2016 13:00,15.11783034
27/02/2016 14:00,8.465395259
27/02/2016 15:00,5.388471702
27/02/2016 16:00,3.024188429
27/02/2016 17:00,2.471514584
27/02/2016 18:00,1.8337216
27/02/2016 19:00,1.563424065
27/02/2016 20:00,1.838134323
27/02/2016 21:00,1.750338346
27/02/2016 22:00,2.215794903
27/02/2016 23:00,2.997765681
28/02/2016 00:00,3.332282975
28/02/2016 01:00,3.669827308
28/02/2016 02:00,3.275662211
28/02/2016 03:00,2.715526234
28/02/2016 04:00,2.533071792
28/02/2016 05:00,2.29300235
28/02/2016 06:00,1.901968185
28/02/2016 07:00,1.713746246
28/02/2016 08:00,1.678296432
28/02/2016 09:00,1.573646514
28/02/2016 10:00,1.638699213
28/02/2016 11:00,2.287407498
28/02/2016 12:00,3.303510994
28/02/2016 13:00,4.297113279
28/02/2016 14:00,3.795357082
28/02/2016 15:00,2.229886657
28/02/2016 16:00,1.829581346
28/02/2016 17:00,1.256557527
28/02/2016 18:00,1.10283356
28/02/2016 19:00,0.958859257
28/02/2016 20:00,0.970281513
28/02/2016 21:00,1.30413672
28/02/2016 22:00,1.647760542
28/02/2016 23:00,1.712326701
29/02/2016 00:00,6.461581976
29/02/2016 01:00,7.495091187
29/02/2016 02:00,7.030870995
29/02/2016 03:00,6.313395078
29/02/2016 04:00,6.691276809
29/02/2016 05:00,4.749603516
29/02/2016 06:00,3.487706577
29/02/2016 07:00,3.108634104
29/02/2016 08:00,2.691251728
29/02/2016 09:00,2.456864104
29/02/2016 10:00,2.25656932
29/02/2016 11:00,2.646753428
29/02/2016 12:00,3.455071323
29/02/2016 13:00,3.772171267
29/02/2016 14:00,3.120066921
29/02/2016 15:00,2.366979557
29/02/2016 16:00,2.89214465
29/02/2016 17:00,3.272247648
29/02/2016 18:00,4.153275059
29/02/2016 19:00,4.057104391
29/02/2016 20:00,6.858393008
29/02/2016 21:00,6.843749165
29/02/2016 22:00,3.115211651
29/02/2016 23:00,2.660143483
1/03/2016 00:00,2.055042086
1/03/2016 01:00,1.461781961
1/03/2016 02:00,1.255432327
1/03/2016 03:00,1.200774718
1/03/2016 04:00,1.146105759
1/03/2016 05:00,1.339631253
1/03/2016 06:00,1.201891868
1/03/2016 07:00,1.196714936
1/03/2016 08:00,1.274030003
1/03/2016 09:00,1.715653701
1/03/2016 10:00,2.170946537
1/03/2016 11:00,3.199977499
1/03/2016 12:00,4.888170304
1/03/2016 13:00,4.941033134
1/03/2016 14:00,3.30814242
1/03/2016 15:00,2.825746552
1/03/2016 16:00,2.604415788
1/03/2016 17:00,2.26330909
1/03/2016 18:00,2.791332327
1/03/2016 19:00,2.324737513
1/03/2016 20:00,2.943318497
1/03/2016 21:00,2.966226444
1/03/2016 22:00,4.205776031
1/03/2016 23:00,3.853504185
2/03/2016 00:00,11.73530547
2/03/2016 01:00,14.10757332
2/03/2016 02:00,12.02255971
2/03/2016 03:00,13.87305653
2/03/2016 04:00,14.94098792
2/03/2016 05:00,15.86245571
2/03/2016 06:00,9.525277497
2/03/2016 07:00,6.918592588
2/03/2016 08:00,4.485871976
2/03/2016 09:00,2.91924882
2/03/2016 10:00,2.799273737
2/03/2016 11:00,3.70698155
2/03/2016 12:00,4.333902336
2/03/2016 13:00,5.268344807
2/03/2016 14:00,3.57614161
2/03/2016 15:00,2.577768029
2/03/2016 16:00,2.3682491
2/03/2016 17:00,2.52075067
2/03/2016 18:00,2.745597039
2/03/2016 19:00,2.20013808
2/03/2016 20:00,2.629107162
2/03/2016 21:00,3.291357481
2/03/2016 22:00,4.973311442
2/03/2016 23:00,6.428854275
3/03/2016 00:00,6.397985996
3/03/2016 01:00,4.612899791
3/03/2016 02:00,5.631306811
3/03/2016 03:00,5.130478681
3/03/2016 04:00,4.590481104
3/03/2016 05:00,5.251940351
3/03/2016 06:00,21.75189975
3/03/2016 07:00,14.36211901
3/03/2016 08:00,5.688051155
3/03/2016 09:00,4.579748492
3/03/2016 10:00,4.699049835
3/03/2016 11:00,8.336645135
3/03/2016 12:00,14.31547487
3/03/2016 13:00,12.60355025
3/03/2016 14:00,10.14034392
3/03/2016 15:00,11.94074417
3/03/2016 16:00,10.14971128
3/03/2016 17:00,7.04939778
3/03/2016 18:00,7.465905152
3/03/2016 19:00,10.61031254
3/03/2016 20:00,8.61867087
3/03/2016 21:00,7.609711846
3/03/2016 22:00,7.479185367
3/03/2016 23:00,10.42593156
4/03/2016 00:00,13.46537582
4/03/2016 01:00,25.47400724
4/03/2016 02:00,8.40782438
4/03/2016 03:00,8.441178616
4/03/2016 04:00,4.734691735
4/03/2016 05:00,3.916434227
4/03/2016 06:00,3.578316865
4/03/2016 07:00,2.681971978
4/03/2016 08:00,2.273660287
4/03/2016 09:00,3.003450838
4/03/2016 10:00,4.259072738
4/03/2016 11:00,6.826863492
4/03/2016 12:00,9.161621028
4/03/2016 13:00,13.73178845
4/03/2016 14:00,10.01706639
4/03/2016 15:00,6.487902322
4/03/2016 16:00,5.060867717
4/03/2016 17:00,17.63008897
4/03/2016 18:00,10.50410436
4/03/2016 19:00,6.330814803
4/03/2016 20:00,5.584639065
4/03/2016 21:00,5.610543841
4/03/2016 22:00,7.048894975
4/03/2016 23:00,3.96422804
5/03/2016 00:00,3.414861635
5/03/2016 01:00,3.910996575
5/03/2016 02:00,3.34700752
5/03/2016 03:00,2.803177618
5/03/2016 04:00,3.170249453
5/03/2016 05:00,3.161061073
5/03/2016 06:00,2.945845886
5/03/2016 07:00,3.139598574
5/03/2016 08:00,3.975185526
5/03/2016 09:00,4.321256449
5/03/2016 10:00,3.796131311
5/03/2016 11:00,5.060064021
5/03/2016 12:00,11.81450032
5/03/2016 13:00,13.96195548
5/03/2016 14:00,16.69126186
5/03/2016 15:00,9.66965535
5/03/2016 16:00,4.103153258
5/03/2016 17:00,5.235556223
5/03/2016 18:00,3.945050531
5/03/2016 19:00,3.852590749
5/03/2016 20:00,4.438427339
5/03/2016 21:00,4.584706663
5/03/2016 22:00,5.38623589
5/03/2016 23:00,5.239607742
6/03/2016 00:00,5.675633637
6/03/2016 01:00,5.282359004
6/03/2016 02:00,3.778413807
6/03/2016 03:00,3.136562408
6/03/2016 04:00,3.128913505
6/03/2016 05:00,2.088683437
6/03/2016 06:00,2.039610196
6/03/2016 07:00,2.091182665
6/03/2016 08:00,2.237094857
6/03/2016 09:00,2.545180068
6/03/2016 10:00,2.995842176
6/03/2016 11:00,3.807852679
6/03/2016 12:00,4.621539736
6/03/2016 13:00,4.843126112
6/03/2016 14:00,5.092162952
6/03/2016 15:00,3.564404281
6/03/2016 16:00,2.697336784
6/03/2016 17:00,3.326317021
6/03/2016 18:00,4.334478578
6/03/2016 19:00,3.393470978
6/03/2016 20:00,2.496087084
6/03/2016 21:00,2.834786481
6/03/2016 22:00,3.486889855
6/03/2016 23:00,4.133338609
7/03/2016 00:00,4.213147638
7/03/2016 01:00,2.982822871
7/03/2016 02:00,2.412817969
7/03/2016 03:00,2.431362615
7/03/2016 04:00,2.282628449
7/03/2016 05:00,1.892580118
7/03/2016 06:00,1.963716772
7/03/2016 07:00,2.095653141
7/03/2016 08:00,2.009260725
7/03/2016 09:00,2.100090547
7/03/2016 10:00,2.574015697
7/03/2016 11:00,2.448223251
7/03/2016 12:00,2.972967911
7/03/2016 13:00,3.749562926
7/03/2016 14:00,3.073128694
7/03/2016 15:00,2.317775309
7/03/2016 16:00,1.407064318
7/03/2016 17:00,1.43841637
7/03/2016 18:00,1.568378017
7/03/2016 19:00,1.447637982
7/03/2016 20:00,1.19591694
7/03/2016 21:00,1.182293523
7/03/2016 22:00,1.535546365
7/03/2016 23:00,1.855796608
8/03/2016 00:00,2.671401445
8/03/2016 01:00,3.038899313
8/03/2016 02:00,2.342960298
8/03/2016 03:00,1.862544951
8/03/2016 04:00,2.582047281
8/03/2016 05:00,1.27284998
8/03/2016 06:00,1.091035059
8/03/2016 07:00,1.004548439
8/03/2016 08:00,1.094855824
8/03/2016 09:00,1.398425452
8/03/2016 10:00,2.50712906
8/03/2016 11:00,3.856791779
8/03/2016 12:00,7.742966788
8/03/2016 13:00,6.99513531
8/03/2016 14:00,4.595605311
8/03/2016 15:00,3.274454708
8/03/2016 16:00,3.306783999
8/03/2016 17:00,3.226542471
8/03/2016 18:00,2.785259077
8/03/2016 19:00,2.757893408
8/03/2016 20:00,3.813474547
8/03/2016 21:00,5.211675621
8/03/2016 22:00,5.446649715
8/03/2016 23:00,4.471163184
9/03/2016 00:00,3.692518024
9/03/2016 01:00,4.816801814
9/03/2016 02:00,3.531011904
9/03/2016 03:00,3.495244432
9/03/2016 04:00,3.593627903
9/03/2016 05:00,3.618440097
9/03/2016 06:00,4.099666504
9/03/2016 07:00,5.337907861
9/03/2016 08:00,5.530258379
9/03/2016 09:00,8.187139356
