station,valid,drct,sped
IND,2016-02-16 14:54,260.00,5.75
IND,2016-02-16 15:54,280.00,4.60
IND,2016-02-16 16:54,320.00,4.60
IND,2016-02-16 17:32,330.00,5.75
IND,2016-02-16 17:54,360.00,4.60
IND,2016-02-16 18:54,280.00,6.90
IND,2016-02-16 19:20,300.00,8.05
IND,2016-02-16 19:54,340.00,9.20
IND,2016-02-16 20:54,340.00,11.50
IND,2016-02-16 21:54,320.00,12.65
IND,2016-02-16 22:54,330.00,9.20
IND,2016-02-16 23:54,360.00,5.75
IND,2016-02-17 00:54,0.00,0.00
IND,2016-02-17 01:54,0.00,0.00
IND,2016-02-17 02:54,290.00,3.45
IND,2016-02-17 03:54,0.00,0.00
IND,2016-02-17 04:37,280.00,3.45
IND,2016-02-17 04:54,260.00,3.45
IND,2016-02-17 05:54,250.00,4.60
IND,2016-02-17 06:54,250.00,6.90
IND,2016-02-17 07:24,270.00,6.90
IND,2016-02-17 07:54,290.00,9.20
IND,2016-02-17 08:02,300.00,9.20
IND,2016-02-17 08:54,300.00,11.50
IND,2016-02-17 09:54,300.00,12.65
IND,2016-02-17 10:40,320.00,11.50
IND,2016-02-17 10:54,330.00,13.80
IND,2016-02-17 11:54,320.00,14.95
IND,2016-02-17 12:50,330.00,10.35
IND,2016-02-17 12:54,320.00,9.20
IND,2016-02-17 13:54,340.00,6.90
IND,2016-02-17 14:54,300.00,5.75
IND,2016-02-17 15:08,290.00,8.05
IND,2016-02-17 15:51,280.00,5.75
IND,2016-02-17 15:54,310.00,10.35
IND,2016-02-17 16:54,300.00,9.20
IND,2016-02-17 17:48,330.00,5.75
IND,2016-02-17 17:54,310.00,6.90
IND,2016-02-17 18:54,300.00,10.35
IND,2016-02-17 19:54,320.00,11.50
IND,2016-02-17 20:54,290.00,9.20
IND,2016-02-17 21:54,290.00,10.35
IND,2016-02-17 22:54,330.00,4.60
IND,2016-02-17 23:54,340.00,6.90
IND,2016-02-18 00:54,350.00,6.90
IND,2016-02-18 01:54,10.00,4.60
IND,2016-02-18 02:54,20.00,5.75
IND,2016-02-18 03:54,30.00,3.45
IND,2016-02-18 04:54,50.00,4.60
IND,2016-02-18 05:54,120.00,3.45
IND,2016-02-18 06:54,90.00,4.60
IND,2016-02-18 07:54,90.00,3.45
IND,2016-02-18 08:54,100.00,5.75
IND,2016-02-18 09:54,null,6.90
IND,2016-02-18 10:54,100.00,6.90
IND,2016-02-18 11:54,110.00,6.90
IND,2016-02-18 12:54,110.00,9.20
IND,2016-02-18 13:54,140.00,8.05
IND,2016-02-18 14:54,150.00,9.20
IND,2016-02-18 15:54,160.00,12.65
IND,2016-02-18 16:54,140.00,12.65
IND,2016-02-18 17:54,140.00,17.25
IND,2016-02-18 18:54,150.00,18.40
IND,2016-02-18 19:54,150.00,17.25
IND,2016-02-18 20:54,140.00,18.40
IND,2016-02-18 21:54,130.00,20.70
IND,2016-02-18 22:54,130.00,17.25
IND,2016-02-18 23:54,130.00,16.10
IND,2016-02-19 00:54,130.00,19.55
IND,2016-02-19 01:54,140.00,20.70
IND,2016-02-19 02:54,150.00,18.40
IND,2016-02-19 03:54,140.00,18.40
IND,2016-02-19 04:54,160.00,19.55
IND,2016-02-19 05:54,160.00,12.65
IND,2016-02-19 06:54,150.00,11.50
IND,2016-02-19 07:54,140.00,9.20
IND,2016-02-19 08:54,140.00,12.65
IND,2016-02-19 09:54,140.00,11.50
IND,2016-02-19 10:54,140.00,11.50
IND,2016-02-19 11:54,150.00,12.65
IND,2016-02-19 12:54,140.00,10.35
IND,2016-02-19 13:50,200.00,21.85
IND,2016-02-19 13:54,200.00,24.15
IND,2016-02-19 14:54,200.00,28.75
IND,2016-02-19 15:54,210.00,26.45
IND,2016-02-19 16:54,210.00,34.50
IND,2016-02-19 17:54,220.00,31.05
IND,2016-02-19 18:54,210.00,33.35
IND,2016-02-19 19:54,230.00,31.05
IND,2016-02-19 20:54,220.00,31.05
IND,2016-02-19 21:54,240.00,29.90
IND,2016-02-19 22:54,230.00,27.60
IND,2016-02-19 23:54,240.00,20.70
IND,2016-02-20 00:54,230.00,20.70
IND,2016-02-20 01:54,240.00,16.10
IND,2016-02-20 02:54,240.00,16.10
IND,2016-02-20 03:54,240.00,11.50
IND,2016-02-20 04:54,230.00,12.65
IND,2016-02-20 05:54,230.00,10.35
IND,2016-02-20 06:54,220.00,10.35
IND,2016-02-20 07:54,220.00,10.35
IND,2016-02-20 08:54,230.00,8.05
IND,2016-02-20 09:54,230.00,6.90
IND,2016-02-20 10:54,200.00,6.90
IND,2016-02-20 11:54,190.00,8.05
IND,2016-02-20 12:54,210.00,9.20
IND,2016-02-20 13:54,210.00,10.35
IND,2016-02-20 14:54,200.00,11.50
IND,2016-02-20 15:54,220.00,11.50
IND,2016-02-20 16:54,230.00,19.55
IND,2016-02-20 17:54,230.00,17.25
IND,2016-02-20 18:54,250.00,20.70
IND,2016-02-20 19:54,240.00,16.10
IND,2016-02-20 20:54,240.00,17.25
IND,2016-02-20 21:54,230.00,16.10
IND,2016-02-20 22:54,230.00,12.65
IND,2016-02-20 23:54,240.00,8.05
IND,2016-02-21 00:54,250.00,5.75
IND,2016-02-21 01:54,290.00,3.45
IND,2016-02-21 02:54,260.00,4.60
IND,2016-02-21 03:54,250.00,3.45
IND,2016-02-21 04:54,350.00,4.60
IND,2016-02-21 05:54,360.00,4.60
IND,2016-02-21 06:54,20.00,6.90
IND,2016-02-21 07:54,20.00,12.65
IND,2016-02-21 08:54,40.00,10.35
IND,2016-02-21 09:54,30.00,8.05
IND,2016-02-21 10:54,30.00,8.05
IND,2016-02-21 11:54,40.00,9.20
IND,2016-02-21 12:54,30.00,10.35
IND,2016-02-21 13:54,40.00,11.50
IND,2016-02-21 14:54,50.00,13.80
IND,2016-02-21 15:54,60.00,9.20
IND,2016-02-21 16:54,50.00,8.05
IND,2016-02-21 17:54,10.00,8.05
IND,2016-02-21 18:54,340.00,10.35
IND,2016-02-21 19:54,360.00,10.35
IND,2016-02-21 20:54,20.00,13.80
IND,2016-02-21 21:54,20.00,14.95
IND,2016-02-21 22:54,360.00,14.95
IND,2016-02-21 23:54,360.00,9.20
IND,2016-02-22 00:54,350.00,8.05
IND,2016-02-22 01:54,350.00,6.90
IND,2016-02-22 02:54,350.00,12.65
IND,2016-02-22 03:54,330.00,11.50
IND,2016-02-22 04:54,350.00,12.65
IND,2016-02-22 05:54,350.00,8.05
IND,2016-02-22 06:54,350.00,8.05
IND,2016-02-22 07:54,350.00,10.35
IND,2016-02-22 08:54,10.00,12.65
IND,2016-02-22 09:54,30.00,9.20
IND,2016-02-22 10:54,10.00,6.90
IND,2016-02-22 11:54,40.00,4.60
IND,2016-02-22 12:54,360.00,6.90
IND,2016-02-22 13:54,60.00,6.90
IND,2016-02-22 14:54,40.00,5.75
IND,2016-02-22 15:54,80.00,9.20
IND,2016-02-22 16:54,40.00,8.05
IND,2016-02-22 17:54,50.00,6.90
IND,2016-02-22 18:54,60.00,8.05
IND,2016-02-22 19:54,10.00,5.75
IND,2016-02-22 20:54,10.00,6.90
IND,2016-02-22 21:54,50.00,10.35
IND,2016-02-22 22:54,60.00,9.20
IND,2016-02-22 23:54,40.00,11.50
IND,2016-02-23 00:54,40.00,11.50
IND,2016-02-23 01:54,40.00,12.65
IND,2016-02-23 02:54,50.00,11.50
IND,2016-02-23 03:54,70.00,10.35
IND,2016-02-23 04:54,30.00,11.50
IND,2016-02-23 05:54,50.00,11.50
IND,2016-02-23 06:54,50.00,10.35
IND,2016-02-23 07:54,50.00,10.35
IND,2016-02-23 08:54,50.00,10.35
IND,2016-02-23 09:54,40.00,9.20
IND,2016-02-23 10:54,40.00,10.35
IND,2016-02-23 11:54,40.00,10.35
IND,2016-02-23 12:54,30.00,10.35
IND,2016-02-23 13:54,40.00,12.65
IND,2016-02-23 14:54,60.00,10.35
IND,2016-02-23 15:54,50.00,13.80
IND,2016-02-23 16:54,50.00,14.95
IND,2016-02-23 17:54,60.00,12.65
IND,2016-02-23 18:54,40.00,13.80
IND,2016-02-23 19:54,70.00,13.80
IND,2016-02-23 20:54,30.00,14.95
IND,2016-02-23 21:54,40.00,16.10
IND,2016-02-23 22:54,50.00,17.25
IND,2016-02-23 23:54,40.00,16.10
IND,2016-02-24 00:54,40.00,20.70
IND,2016-02-24 01:54,40.00,17.25
IND,2016-02-24 02:54,30.00,21.85
IND,2016-02-24 03:54,30.00,17.25
IND,2016-02-24 04:54,30.00,17.25
IND,2016-02-24 05:54,30.00,18.40
IND,2016-02-24 06:54,40.00,23.00
IND,2016-02-24 08:03,30.00,24.15
IND,2016-02-24 08:33,50.00,20.70
IND,2016-02-24 08:54,40.00,19.55
IND,2016-02-24 09:54,40.00,21.85
IND,2016-02-24 10:07,30.00,23.00
IND,2016-02-24 10:26,30.00,26.45
IND,2016-02-24 10:54,30.00,29.90
IND,2016-02-24 11:54,30.00,27.60
IND,2016-02-24 12:47,30.00,27.60
IND,2016-02-24 12:54,30.00,33.35
IND,2016-02-24 13:12,30.00,31.05
IND,2016-02-24 13:43,30.00,24.15
IND,2016-02-24 13:54,40.00,24.15
IND,2016-02-24 14:22,30.00,21.85
IND,2016-02-24 14:40,40.00,21.85
IND,2016-02-24 14:54,40.00,28.75
IND,2016-02-24 15:42,30.00,21.85
IND,2016-02-24 15:51,40.00,23.00
IND,2016-02-24 15:54,30.00,24.15
IND,2016-02-24 16:54,10.00,23.00
IND,2016-02-24 17:54,30.00,20.70
IND,2016-02-24 18:19,10.00,19.55
IND,2016-02-24 18:45,360.00,16.10
IND,2016-02-24 18:50,360.00,20.70
IND,2016-02-24 18:54,360.00,18.40
IND,2016-02-24 19:13,360.00,18.40
IND,2016-02-24 19:54,10.00,19.55
IND,2016-02-24 20:05,10.00,14.95
IND,2016-02-24 20:19,10.00,18.40
IND,2016-02-24 20:50,340.00,13.80
IND,2016-02-24 20:54,330.00,12.65
IND,2016-02-24 21:07,340.00,13.80
IND,2016-02-24 21:36,330.00,16.10
IND,2016-02-24 21:54,330.00,17.25
IND,2016-02-24 22:31,340.00,17.25
IND,2016-02-24 22:54,330.00,18.40
IND,2016-02-24 23:16,330.00,19.55
IND,2016-02-24 23:26,330.00,21.85
IND,2016-02-24 23:51,330.00,20.70
IND,2016-02-24 23:54,320.00,23.00
IND,2016-02-25 00:27,320.00,20.70
IND,2016-02-25 00:54,320.00,20.70
IND,2016-02-25 01:54,320.00,19.55
IND,2016-02-25 02:49,310.00,20.70
IND,2016-02-25 02:54,310.00,20.70
IND,2016-02-25 03:54,310.00,23.00
IND,2016-02-25 04:54,310.00,19.55
IND,2016-02-25 05:24,310.00,23.00
IND,2016-02-25 05:33,310.00,20.70
IND,2016-02-25 05:54,320.00,18.40
IND,2016-02-25 06:04,300.00,19.55
IND,2016-02-25 06:08,290.00,17.25
IND,2016-02-25 06:14,300.00,17.25
IND,2016-02-25 06:23,300.00,20.70
IND,2016-02-25 06:30,300.00,19.55
IND,2016-02-25 06:46,310.00,20.70
IND,2016-02-25 06:54,310.00,24.15
IND,2016-02-25 07:54,300.00,19.55
IND,2016-02-25 08:05,300.00,19.55
IND,2016-02-25 08:37,290.00,18.40
IND,2016-02-25 08:47,290.00,20.70
IND,2016-02-25 08:54,290.00,23.00
IND,2016-02-25 09:41,300.00,23.00
IND,2016-02-25 09:54,300.00,16.10
IND,2016-02-25 10:54,300.00,19.55
IND,2016-02-25 11:08,290.00,21.85
IND,2016-02-25 11:48,300.00,18.40
IND,2016-02-25 11:51,300.00,18.40
IND,2016-02-25 11:54,300.00,19.55
IND,2016-02-25 12:05,300.00,19.55
IND,2016-02-25 12:36,290.00,17.25
IND,2016-02-25 12:51,300.00,19.55
IND,2016-02-25 12:54,300.00,17.25
IND,2016-02-25 13:39,300.00,20.70
IND,2016-02-25 13:54,290.00,17.25
IND,2016-02-25 14:54,290.00,17.25
IND,2016-02-25 15:54,290.00,16.10
IND,2016-02-25 16:54,310.00,19.55
IND,2016-02-25 17:54,300.00,21.85
IND,2016-02-25 18:54,300.00,16.10
IND,2016-02-25 19:54,310.00,20.70
IND,2016-02-25 20:54,300.00,20.70
IND,2016-02-25 21:21,290.00,14.95
IND,2016-02-25 21:44,310.00,20.70
IND,2016-02-25 21:54,300.00,16.10
IND,2016-02-25 22:32,290.00,14.95
IND,2016-02-25 22:54,300.00,14.95
IND,2016-02-25 23:51,320.00,8.05
IND,2016-02-25 23:54,320.00,9.20
IND,2016-02-26 00:38,280.00,8.05
IND,2016-02-26 00:54,270.00,10.35
IND,2016-02-26 01:54,300.00,8.05
IND,2016-02-26 02:54,330.00,8.05
IND,2016-02-26 03:54,320.00,6.90
IND,2016-02-26 04:54,320.00,8.05
IND,2016-02-26 05:54,330.00,10.35
IND,2016-02-26 06:54,300.00,6.90
IND,2016-02-26 07:54,300.00,8.05
IND,2016-02-26 08:54,300.00,8.05
IND,2016-02-26 09:54,310.00,11.50
IND,2016-02-26 10:54,310.00,9.20
IND,2016-02-26 11:54,300.00,6.90
IND,2016-02-26 12:54,310.00,8.05
IND,2016-02-26 13:54,300.00,8.05
IND,2016-02-26 14:54,320.00,10.35
IND,2016-02-26 15:54,310.00,9.20
IND,2016-02-26 16:54,250.00,5.75
IND,2016-02-26 17:54,270.00,9.20
IND,2016-02-26 18:54,300.00,10.35
IND,2016-02-26 19:54,300.00,9.20
IND,2016-02-26 20:54,280.00,14.95
IND,2016-02-26 21:54,300.00,14.95
IND,2016-02-26 22:54,300.00,12.65
IND,2016-02-26 23:54,290.00,10.35
IND,2016-02-27 00:54,280.00,10.35
IND,2016-02-27 01:54,270.00,8.05
IND,2016-02-27 02:54,280.00,10.35
IND,2016-02-27 03:54,280.00,9.20
IND,2016-02-27 04:54,260.00,10.35
IND,2016-02-27 05:36,280.00,11.50
IND,2016-02-27 05:54,270.00,12.65
IND,2016-02-27 06:54,270.00,10.35
IND,2016-02-27 07:54,250.00,6.90
IND,2016-02-27 08:54,200.00,5.75
IND,2016-02-27 09:54,190.00,8.05
IND,2016-02-27 10:54,190.00,6.90
IND,2016-02-27 11:54,190.00,8.05
IND,2016-02-27 12:54,190.00,9.20
IND,2016-02-27 13:54,200.00,11.50
IND,2016-02-27 14:54,210.00,11.50
IND,2016-02-27 15:54,190.00,14.95
IND,2016-02-27 16:54,200.00,11.50
IND,2016-02-27 17:54,210.00,13.80
IND,2016-02-27 18:54,230.00,17.25
IND,2016-02-27 19:54,230.00,19.55
IND,2016-02-27 20:54,230.00,18.40
IND,2016-02-27 21:54,230.00,19.55
IND,2016-02-27 22:54,230.00,16.10
IND,2016-02-27 23:54,210.00,13.80
IND,2016-02-28 00:54,210.00,9.20
IND,2016-02-28 01:54,200.00,10.35
IND,2016-02-28 02:54,200.00,10.35
IND,2016-02-28 03:54,210.00,8.05
IND,2016-02-28 04:54,210.00,9.20
IND,2016-02-28 05:54,210.00,10.35
IND,2016-02-28 07:54,210.00,10.35
IND,2016-02-28 08:54,210.00,11.50
IND,2016-02-28 09:54,210.00,11.50
IND,2016-02-28 10:54,200.00,9.20
IND,2016-02-28 11:54,210.00,12.65
IND,2016-02-28 12:54,200.00,17.25
IND,2016-02-28 13:54,210.00,19.55
IND,2016-02-28 14:54,220.00,19.55
IND,2016-02-28 15:54,230.00,25.30
IND,2016-02-28 16:54,220.00,28.75
IND,2016-02-28 17:54,220.00,35.65
IND,2016-02-28 18:54,210.00,35.65
IND,2016-02-28 19:54,210.00,40.25
IND,2016-02-28 20:54,210.00,26.45
IND,2016-02-28 21:54,210.00,26.45
IND,2016-02-28 22:54,220.00,28.75
IND,2016-02-28 23:54,210.00,31.05
IND,2016-02-29 00:54,220.00,24.15
IND,2016-02-29 01:54,220.00,31.05
IND,2016-02-29 02:54,220.00,24.15
IND,2016-02-29 03:34,300.00,25.30
IND,2016-02-29 03:43,300.00,20.70
IND,2016-02-29 03:54,290.00,16.10
IND,2016-02-29 04:54,290.00,26.45
IND,2016-02-29 05:34,300.00,25.30
IND,2016-02-29 05:54,300.00,18.40
IND,2016-02-29 06:21,300.00,20.70
IND,2016-02-29 06:54,300.00,23.00
IND,2016-02-29 07:54,290.00,21.85
IND,2016-02-29 08:54,280.00,18.40
IND,2016-02-29 09:54,300.00,14.95
IND,2016-02-29 10:54,280.00,16.10
IND,2016-02-29 11:54,300.00,10.35
IND,2016-02-29 12:54,260.00,9.20
IND,2016-02-29 13:54,250.00,14.95
IND,2016-02-29 14:54,250.00,16.10
IND,2016-02-29 15:33,230.00,17.25
IND,2016-02-29 15:54,230.00,18.40
IND,2016-02-29 16:54,220.00,13.80
IND,2016-02-29 17:54,210.00,16.10
IND,2016-02-29 18:54,230.00,16.10
IND,2016-02-29 19:54,230.00,14.95
IND,2016-02-29 20:54,220.00,17.25
IND,2016-02-29 21:54,230.00,17.25
IND,2016-02-29 22:54,210.00,12.65
IND,2016-02-29 23:54,210.00,8.05
IND,2016-03-01 00:54,200.00,6.90
IND,2016-03-01 01:54,200.00,5.75
IND,2016-03-01 02:54,170.00,8.05
IND,2016-03-01 03:54,160.00,10.35
IND,2016-03-01 04:54,160.00,8.05
IND,2016-03-01 05:54,140.00,9.20
IND,2016-03-01 06:54,140.00,10.35
IND,2016-03-01 07:54,130.00,9.20
IND,2016-03-01 08:54,140.00,4.60
IND,2016-03-01 09:54,110.00,6.90
IND,2016-03-01 10:54,120.00,6.90
IND,2016-03-01 11:54,130.00,10.35
IND,2016-03-01 12:54,140.00,10.35
IND,2016-03-01 13:54,140.00,13.80
IND,2016-03-01 14:54,170.00,9.20
IND,2016-03-01 15:54,170.00,12.65
IND,2016-03-01 16:54,230.00,4.60
IND,2016-03-01 17:20,180.00,14.95
IND,2016-03-01 17:54,190.00,12.65
IND,2016-03-01 18:31,220.00,12.65
IND,2016-03-01 18:44,240.00,14.95
IND,2016-03-01 18:54,240.00,14.95
IND,2016-03-01 19:23,260.00,17.25
IND,2016-03-01 19:54,270.00,28.75
IND,2016-03-01 20:03,260.00,21.85
IND,2016-03-01 20:07,260.00,19.55
IND,2016-03-01 20:54,260.00,28.75
IND,2016-03-01 21:50,300.00,29.90
IND,2016-03-01 21:54,300.00,29.90
IND,2016-03-01 22:54,300.00,27.60
IND,2016-03-01 23:54,300.00,25.30
IND,2016-03-02 00:03,300.00,24.15
IND,2016-03-02 00:54,290.00,27.60
IND,2016-03-02 01:54,310.00,21.85
IND,2016-03-02 02:54,320.00,21.85
IND,2016-03-02 03:54,320.00,18.40
IND,2016-03-02 04:54,300.00,21.85
IND,2016-03-02 05:54,310.00,19.55
IND,2016-03-02 06:54,300.00,16.10
IND,2016-03-02 07:54,310.00,13.80
IND,2016-03-02 08:54,310.00,11.50
IND,2016-03-02 09:09,320.00,11.50
IND,2016-03-02 09:54,300.00,6.90
IND,2016-03-02 10:54,270.00,5.75
IND,2016-03-02 11:54,290.00,3.45
IND,2016-03-02 12:54,270.00,4.60
IND,2016-03-02 13:54,290.00,6.90
IND,2016-03-02 14:54,260.00,10.35
IND,2016-03-02 15:54,270.00,13.80
IND,2016-03-02 16:54,280.00,10.35
IND,2016-03-02 17:54,280.00,5.75
IND,2016-03-02 18:54,null,4.60
IND,2016-03-02 19:54,240.00,9.20
IND,2016-03-02 20:54,250.00,8.05
IND,2016-03-02 21:54,230.00,11.50
IND,2016-03-02 22:54,250.00,6.90
IND,2016-03-02 23:54,200.00,4.60
IND,2016-03-03 00:54,0.00,0.00
IND,2016-03-03 01:54,210.00,4.60
IND,2016-03-03 02:54,0.00,0.00
IND,2016-03-03 03:54,130.00,3.45
IND,2016-03-03 04:54,110.00,5.75
IND,2016-03-03 05:54,0.00,0.00
IND,2016-03-03 06:18,210.00,9.20
IND,2016-03-03 06:25,190.00,9.20
IND,2016-03-03 06:31,190.00,6.90
IND,2016-03-03 06:42,180.00,4.60
IND,2016-03-03 06:54,160.00,4.60
IND,2016-03-03 07:54,120.00,5.75
IND,2016-03-03 08:25,80.00,9.20
IND,2016-03-03 08:36,100.00,8.05
IND,2016-03-03 08:43,100.00,8.05
IND,2016-03-03 08:48,110.00,8.05
IND,2016-03-03 08:54,100.00,6.90
IND,2016-03-03 09:54,100.00,6.90
IND,2016-03-03 10:54,130.00,10.35
IND,2016-03-03 11:54,130.00,11.50
IND,2016-03-03 12:54,120.00,13.80
IND,2016-03-03 13:54,140.00,12.65
IND,2016-03-03 14:54,140.00,9.20
IND,2016-03-03 15:54,140.00,9.20
IND,2016-03-03 16:54,150.00,13.80
IND,2016-03-03 17:54,140.00,12.65
IND,2016-03-03 18:49,150.00,12.65
IND,2016-03-03 18:54,160.00,10.35
IND,2016-03-03 19:54,150.00,11.50
IND,2016-03-03 20:54,170.00,10.35
IND,2016-03-03 21:54,170.00,8.05
IND,2016-03-03 22:15,160.00,6.90
IND,2016-03-03 22:54,140.00,6.90
IND,2016-03-03 23:54,140.00,9.20
IND,2016-03-04 00:38,160.00,5.75
IND,2016-03-04 00:54,160.00,6.90
IND,2016-03-04 01:48,180.00,5.75
IND,2016-03-04 01:54,190.00,5.75
IND,2016-03-04 02:08,190.00,5.75
IND,2016-03-04 02:54,180.00,3.45
IND,2016-03-04 03:54,230.00,5.75
IND,2016-03-04 04:07,240.00,4.60
IND,2016-03-04 04:14,240.00,5.75
IND,2016-03-04 04:54,250.00,6.90
IND,2016-03-04 05:54,310.00,8.05
IND,2016-03-04 06:54,350.00,12.65
IND,2016-03-04 07:54,330.00,12.65
IND,2016-03-04 08:54,340.00,13.80
IND,2016-03-04 09:54,360.00,13.80
IND,2016-03-04 10:54,350.00,12.65
IND,2016-03-04 11:54,10.00,9.20
IND,2016-03-04 12:54,350.00,9.20
IND,2016-03-04 13:54,360.00,8.05
IND,2016-03-04 14:09,360.00,9.20
IND,2016-03-04 14:54,350.00,10.35
IND,2016-03-04 15:54,30.00,8.05
IND,2016-03-04 16:54,0.00,0.00
IND,2016-03-04 17:54,290.00,3.45
IND,2016-03-04 18:54,0.00,0.00
IND,2016-03-04 19:54,0.00,0.00
IND,2016-03-04 20:54,180.00,4.60
IND,2016-03-04 21:54,240.00,3.45
IND,2016-03-04 22:54,0.00,0.00
IND,2016-03-04 23:54,120.00,4.60
IND,2016-03-05 00:54,110.00,8.05
IND,2016-03-05 01:54,140.00,6.90
IND,2016-03-05 02:54,150.00,9.20
IND,2016-03-05 03:54,150.00,8.05
IND,2016-03-05 04:54,150.00,9.20
IND,2016-03-05 05:54,150.00,4.60
IND,2016-03-05 06:49,180.00,5.75
IND,2016-03-05 06:54,170.00,5.75
IND,2016-03-05 07:27,150.00,6.90
IND,2016-03-05 07:54,170.00,8.05
IND,2016-03-05 08:54,170.00,9.20
IND,2016-03-05 09:54,180.00,8.05
IND,2016-03-05 10:08,190.00,8.05
IND,2016-03-05 10:54,180.00,10.35
IND,2016-03-05 11:05,190.00,9.20
IND,2016-03-05 11:54,190.00,8.05
IND,2016-03-05 12:54,210.00,9.20
IND,2016-03-05 13:54,210.00,9.20
IND,2016-03-05 14:54,240.00,11.50
IND,2016-03-05 15:54,250.00,11.50
IND,2016-03-05 16:54,280.00,13.80
IND,2016-03-05 17:45,280.00,11.50
IND,2016-03-05 18:30,280.00,8.05
IND,2016-03-05 18:54,290.00,10.35
IND,2016-03-05 19:25,280.00,11.50
IND,2016-03-05 19:52,290.00,14.95
IND,2016-03-05 19:54,300.00,13.80
IND,2016-03-05 20:13,290.00,12.65
IND,2016-03-05 20:37,310.00,14.95
IND,2016-03-05 20:54,300.00,16.10
IND,2016-03-05 21:54,290.00,11.50
IND,2016-03-05 22:22,310.00,11.50
IND,2016-03-05 22:54,330.00,14.95
IND,2016-03-05 23:54,320.00,18.40
IND,2016-03-06 00:54,340.00,11.50
IND,2016-03-06 01:54,340.00,9.20
IND,2016-03-06 02:54,360.00,9.20
IND,2016-03-06 03:54,340.00,9.20
IND,2016-03-06 04:04,360.00,9.20
IND,2016-03-06 04:49,10.00,9.20
IND,2016-03-06 04:54,360.00,8.05
IND,2016-03-06 05:54,10.00,6.90
IND,2016-03-06 06:04,350.00,4.60
IND,2016-03-06 06:54,330.00,3.45
IND,2016-03-06 07:54,0.00,0.00
IND,2016-03-06 08:54,330.00,4.60
IND,2016-03-06 09:54,0.00,0.00
IND,2016-03-06 10:54,90.00,4.60
IND,2016-03-06 11:54,130.00,8.05
IND,2016-03-06 12:54,190.00,3.45
IND,2016-03-06 13:21,150.00,3.45
IND,2016-03-06 13:54,140.00,4.60
IND,2016-03-06 14:54,140.00,11.50
IND,2016-03-06 15:54,180.00,10.35
IND,2016-03-06 16:54,140.00,8.05
IND,2016-03-06 17:54,160.00,12.65
IND,2016-03-06 18:54,210.00,12.65
IND,2016-03-06 19:54,190.00,9.20
IND,2016-03-06 20:54,180.00,9.20
IND,2016-03-06 21:54,190.00,13.80
IND,2016-03-06 22:54,170.00,11.50
IND,2016-03-06 23:54,170.00,9.20
IND,2016-03-07 00:54,160.00,10.35
IND,2016-03-07 01:54,160.00,11.50
IND,2016-03-07 02:54,160.00,10.35
IND,2016-03-07 03:54,170.00,10.35
IND,2016-03-07 04:54,180.00,8.05
IND,2016-03-07 05:54,190.00,9.20
IND,2016-03-07 06:54,180.00,6.90
IND,2016-03-07 07:54,170.00,10.35
IND,2016-03-07 08:54,160.00,3.45
IND,2016-03-07 09:54,160.00,6.90
IND,2016-03-07 10:54,150.00,6.90
IND,2016-03-07 11:54,150.00,6.90
IND,2016-03-07 12:54,150.00,6.90
IND,2016-03-07 13:54,170.00,8.05
IND,2016-03-07 14:54,190.00,8.05
IND,2016-03-07 15:54,220.00,14.95
IND,2016-03-07 16:54,190.00,12.65
IND,2016-03-07 17:54,190.00,12.65
IND,2016-03-07 18:54,190.00,9.20
IND,2016-03-07 19:54,190.00,21.85
IND,2016-03-07 20:54,190.00,18.40
IND,2016-03-07 21:54,220.00,18.40
IND,2016-03-07 22:54,190.00,13.80
IND,2016-03-07 23:54,170.00,11.50
IND,2016-03-08 00:54,160.00,10.35
IND,2016-03-08 01:54,150.00,9.20
IND,2016-03-08 02:54,160.00,8.05
IND,2016-03-08 03:54,190.00,10.35
IND,2016-03-08 04:54,190.00,11.50
IND,2016-03-08 05:54,190.00,9.20
IND,2016-03-08 06:54,170.00,8.05
IND,2016-03-08 07:54,170.00,8.05
IND,2016-03-08 08:54,170.00,8.05
IND,2016-03-08 09:54,180.00,10.35
IND,2016-03-08 10:54,180.00,10.35
IND,2016-03-08 11:54,190.00,12.65
IND,2016-03-08 12:54,190.00,9.20
IND,2016-03-08 13:54,200.00,12.65
IND,2016-03-08 14:54,210.00,13.80
IND,2016-03-08 15:54,220.00,20.70
IND,2016-03-08 16:54,210.00,20.70
IND,2016-03-08 17:54,190.00,25.30
IND,2016-03-08 18:54,200.00,20.70
IND,2016-03-08 19:54,220.00,18.40
IND,2016-03-08 20:54,200.00,18.40
IND,2016-03-08 21:54,210.00,23.00
IND,2016-03-08 22:54,200.00,11.50
IND,2016-03-09 00:54,180.00,6.90
IND,2016-03-09 01:54,190.00,8.05
IND,2016-03-09 02:54,160.00,8.05
IND,2016-03-09 03:54,170.00,12.65
IND,2016-03-09 04:54,160.00,11.50
IND,2016-03-09 05:54,170.00,11.50
IND,2016-03-09 06:54,160.00,11.50
IND,2016-03-09 07:54,180.00,14.95
IND,2016-03-09 08:54,180.00,18.40
IND,2016-03-09 09:54,170.00,14.95
IND,2016-03-09 10:54,180.00,18.40
IND,2016-03-09 11:54,210.00,16.10
IND,2016-03-09 12:54,190.00,12.65
IND,2016-03-09 13:54,200.00,16.10
IND,2016-03-09 14:54,210.00,12.65
IND,2016-03-09 15:54,210.00,13.80
IND,2016-03-09 16:54,210.00,21.85
IND,2016-03-09 17:54,220.00,14.95
IND,2016-03-09 18:54,220.00,19.55
