station,valid,sped
BWI,2021-01-01 00:54,5.75
BWI,2021-01-01 01:54,5.75
BWI,2021-01-01 02:54,4.60
BWI,2021-01-01 03:54,4.60
BWI,2021-01-01 04:54,3.45
BWI,2021-01-01 05:54,3.45
BWI,2021-01-01 06:54,5.75
BWI,2021-01-01 07:54,5.75
BWI,2021-01-01 08:54,3.45
BWI,2021-01-01 09:54,4.60
BWI,2021-01-01 10:54,3.45
BWI,2021-01-01 11:54,0.00
BWI,2021-01-01 12:54,0.00
BWI,2021-01-01 13:54,8.05
BWI,2021-01-01 14:54,10.35
BWI,2021-01-01 15:27,6.90
BWI,2021-01-01 15:54,5.75
BWI,2021-01-01 16:54,9.20
BWI,2021-01-01 17:19,10.35
BWI,2021-01-01 17:37,3.45
BWI,2021-01-01 17:54,5.75
BWI,2021-01-01 18:54,11.50
BWI,2021-01-01 19:54,10.35
BWI,2021-01-01 20:20,9.20
BWI,2021-01-01 20:54,5.75
BWI,2021-01-01 21:54,8.05
BWI,2021-01-01 22:37,12.65
BWI,2021-01-01 22:54,10.35
BWI,2021-01-01 23:54,6.90
BWI,2021-01-02 00:36,0.00
BWI,2021-01-02 00:54,3.45
BWI,2021-01-02 01:54,3.45
BWI,2021-01-02 02:42,13.80
BWI,2021-01-02 02:54,12.65
BWI,2021-01-02 03:22,4.60
BWI,2021-01-02 03:39,6.90
BWI,2021-01-02 03:54,4.60
BWI,2021-01-02 04:54,5.75
BWI,2021-01-02 05:52,4.60
BWI,2021-01-02 05:54,4.60
BWI,2021-01-02 06:54,3.45
BWI,2021-01-02 07:35,0.00
BWI,2021-01-02 07:54,0.00
BWI,2021-01-02 08:01,3.45
BWI,2021-01-02 08:54,3.45
BWI,2021-01-02 09:54,4.60
BWI,2021-01-02 10:54,11.50
BWI,2021-01-02 11:24,11.50
BWI,2021-01-02 11:54,5.75
BWI,2021-01-02 12:31,3.45
BWI,2021-01-02 12:54,3.45
BWI,2021-01-02 13:54,6.90
BWI,2021-01-02 14:54,5.75
BWI,2021-01-02 15:54,8.05
BWI,2021-01-02 16:54,14.95
BWI,2021-01-02 17:54,23.00
BWI,2021-01-02 18:54,19.55
BWI,2021-01-02 19:54,16.10
BWI,2021-01-02 20:54,12.65
BWI,2021-01-02 21:54,6.90
BWI,2021-01-02 22:54,4.60
BWI,2021-01-02 23:54,3.45
BWI,2021-01-03 00:54,9.20
BWI,2021-01-03 01:54,4.60
BWI,2021-01-03 02:54,5.75
BWI,2021-01-03 03:54,6.90
BWI,2021-01-03 04:54,6.90
BWI,2021-01-03 05:54,9.20
BWI,2021-01-03 06:54,9.20
BWI,2021-01-03 07:54,4.60
BWI,2021-01-03 08:54,8.05
BWI,2021-01-03 09:54,6.90
BWI,2021-01-03 10:54,11.50
BWI,2021-01-03 11:54,3.45
BWI,2021-01-03 12:01,3.45
BWI,2021-01-03 12:54,8.05
BWI,2021-01-03 13:54,11.50
BWI,2021-01-03 14:27,10.35
BWI,2021-01-03 14:54,10.35
BWI,2021-01-03 15:54,6.90
BWI,2021-01-03 16:54,9.20
BWI,2021-01-03 17:54,5.75
BWI,2021-01-03 18:54,5.75
BWI,2021-01-03 19:54,9.20
BWI,2021-01-03 20:08,8.05
BWI,2021-01-03 20:24,8.05
BWI,2021-01-03 20:54,9.20
BWI,2021-01-03 21:23,0.00
BWI,2021-01-03 21:41,3.45
BWI,2021-01-03 21:54,3.45
BWI,2021-01-03 22:22,4.60
BWI,2021-01-03 22:54,4.60
BWI,2021-01-03 23:11,4.60
BWI,2021-01-03 23:39,4.60
BWI,2021-01-03 23:54,4.60
BWI,2021-01-04 00:09,5.75
BWI,2021-01-04 00:54,4.60
BWI,2021-01-04 01:54,4.60
BWI,2021-01-04 02:54,3.45
BWI,2021-01-04 03:54,4.60
BWI,2021-01-04 04:54,5.75
BWI,2021-01-04 05:54,3.45
BWI,2021-01-04 06:54,3.45
BWI,2021-01-04 07:54,5.75
BWI,2021-01-04 08:54,3.45
BWI,2021-01-04 09:54,0.00
BWI,2021-01-04 10:54,4.60
BWI,2021-01-04 11:54,4.60
BWI,2021-01-04 12:54,0.00
BWI,2021-01-04 13:54,3.45
BWI,2021-01-04 14:54,3.45
BWI,2021-01-04 15:54,5.75
BWI,2021-01-04 16:54,8.05
BWI,2021-01-04 17:54,4.60
BWI,2021-01-04 18:54,0.00
BWI,2021-01-04 19:54,0.00
BWI,2021-01-04 20:54,0.00
BWI,2021-01-04 21:47,0.00
BWI,2021-01-04 21:54,3.45
BWI,2021-01-04 22:54,4.60
BWI,2021-01-04 23:10,3.45
BWI,2021-01-04 23:54,4.60
BWI,2021-01-05 00:54,4.60
BWI,2021-01-05 01:54,4.60
BWI,2021-01-05 02:54,3.45
BWI,2021-01-05 03:54,3.45
BWI,2021-01-05 04:54,0.00
BWI,2021-01-05 05:54,4.60
BWI,2021-01-05 06:54,3.45
BWI,2021-01-05 07:54,0.00
BWI,2021-01-05 08:54,0.00
BWI,2021-01-05 09:54,3.45
BWI,2021-01-05 10:44,0.00
BWI,2021-01-05 10:54,0.00
BWI,2021-01-05 11:54,0.00
BWI,2021-01-05 12:42,0.00
BWI,2021-01-05 12:54,0.00
BWI,2021-01-05 13:54,3.45
BWI,2021-01-05 14:54,3.45
BWI,2021-01-05 15:54,3.45
BWI,2021-01-05 16:54,0.00
BWI,2021-01-05 17:54,3.45
BWI,2021-01-05 18:54,3.45
BWI,2021-01-05 19:54,3.45
BWI,2021-01-05 20:54,4.60
BWI,2021-01-05 21:19,4.60
BWI,2021-01-05 21:54,4.60
BWI,2021-01-05 22:54,4.60
BWI,2021-01-05 23:54,5.75
BWI,2021-01-06 00:54,5.75
BWI,2021-01-06 01:54,4.60
BWI,2021-01-06 02:54,4.60
BWI,2021-01-06 03:54,5.75
BWI,2021-01-06 04:54,8.05
BWI,2021-01-06 05:54,8.05
BWI,2021-01-06 06:54,9.20
BWI,2021-01-06 07:54,11.50
BWI,2021-01-06 08:54,9.20
BWI,2021-01-06 09:54,8.05
BWI,2021-01-06 10:54,8.05
BWI,2021-01-06 11:54,6.90
BWI,2021-01-06 12:54,8.05
BWI,2021-01-06 13:54,6.90
BWI,2021-01-06 14:54,9.20
BWI,2021-01-06 15:54,10.35
BWI,2021-01-06 16:54,12.65
BWI,2021-01-06 17:54,12.65
BWI,2021-01-06 18:54,17.25
BWI,2021-01-06 19:54,8.05
BWI,2021-01-06 20:54,14.95
BWI,2021-01-06 21:54,12.65
BWI,2021-01-06 22:54,17.25
BWI,2021-01-06 23:54,4.60
BWI,2021-01-07 00:54,8.05
BWI,2021-01-07 01:54,5.75
BWI,2021-01-07 02:54,6.90
BWI,2021-01-07 03:54,6.90
BWI,2021-01-07 04:54,8.05
BWI,2021-01-07 05:54,6.90
BWI,2021-01-07 06:54,8.05
BWI,2021-01-07 07:54,10.35
BWI,2021-01-07 08:54,5.75
BWI,2021-01-07 09:54,5.75
BWI,2021-01-07 10:54,0.00
BWI,2021-01-07 11:54,5.75
BWI,2021-01-07 12:54,null
BWI,2021-01-07 12:58,8.05
BWI,2021-01-07 13:54,5.75
BWI,2021-01-07 14:54,6.90
BWI,2021-01-07 15:54,6.90
BWI,2021-01-07 16:54,10.35
BWI,2021-01-07 17:54,10.35
BWI,2021-01-07 18:54,9.20
BWI,2021-01-07 19:54,6.90
BWI,2021-01-07 20:54,6.90
BWI,2021-01-07 21:54,4.60
BWI,2021-01-07 22:54,4.60
BWI,2021-01-07 23:54,0.00
BWI,2021-01-08 00:54,4.60
BWI,2021-01-08 01:54,4.60
BWI,2021-01-08 02:54,3.45
BWI,2021-01-08 03:54,4.60
BWI,2021-01-08 04:54,4.60
BWI,2021-01-08 05:54,0.00
BWI,2021-01-08 06:54,0.00
BWI,2021-01-08 07:54,4.60
BWI,2021-01-08 08:54,3.45
BWI,2021-01-08 09:54,3.45
BWI,2021-01-08 10:54,3.45
BWI,2021-01-08 11:54,0.00
BWI,2021-01-08 12:54,4.60
BWI,2021-01-08 13:54,4.60
BWI,2021-01-08 14:54,3.45
BWI,2021-01-08 15:54,4.60
BWI,2021-01-08 16:54,4.60
BWI,2021-01-08 17:54,4.60
BWI,2021-01-08 18:54,0.00
BWI,2021-01-08 19:54,6.90
BWI,2021-01-08 20:54,3.45
BWI,2021-01-08 21:54,3.45
BWI,2021-01-08 22:54,5.75
BWI,2021-01-08 23:54,3.45
BWI,2021-01-09 00:54,4.60
BWI,2021-01-09 01:54,4.60
BWI,2021-01-09 02:54,4.60
BWI,2021-01-09 03:54,4.60
BWI,2021-01-09 04:54,5.75
BWI,2021-01-09 05:54,6.90
BWI,2021-01-09 06:54,4.60
BWI,2021-01-09 07:54,5.75
BWI,2021-01-09 08:54,8.05
BWI,2021-01-09 09:54,11.50
BWI,2021-01-09 10:54,11.50
BWI,2021-01-09 11:54,8.05
BWI,2021-01-09 12:54,4.60
BWI,2021-01-09 13:54,6.90
BWI,2021-01-09 14:54,8.05
BWI,2021-01-09 15:54,12.65
BWI,2021-01-09 16:54,11.50
BWI,2021-01-09 17:54,13.80
BWI,2021-01-09 18:54,16.10
BWI,2021-01-09 19:54,17.25
BWI,2021-01-09 20:54,13.80
BWI,2021-01-09 21:54,8.05
BWI,2021-01-09 22:54,10.35
BWI,2021-01-09 23:54,9.20
BWI,2021-01-10 00:54,8.05
BWI,2021-01-10 01:54,11.50
BWI,2021-01-10 02:54,11.50
BWI,2021-01-10 03:54,11.50
BWI,2021-01-10 04:54,9.20
BWI,2021-01-10 05:54,8.05
BWI,2021-01-10 06:54,5.75
BWI,2021-01-10 07:54,5.75
BWI,2021-01-10 08:54,5.75
BWI,2021-01-10 09:54,4.60
BWI,2021-01-10 10:54,4.60
BWI,2021-01-10 11:54,0.00
BWI,2021-01-10 12:54,0.00
BWI,2021-01-10 13:54,5.75
BWI,2021-01-10 14:54,9.20
BWI,2021-01-10 15:54,13.80
BWI,2021-01-10 16:54,5.75
BWI,2021-01-10 17:54,6.90
BWI,2021-01-10 18:54,5.75
BWI,2021-01-10 19:54,9.20
BWI,2021-01-10 20:54,8.05
BWI,2021-01-10 21:54,4.60
BWI,2021-01-10 22:54,3.45
BWI,2021-01-10 23:54,4.60
BWI,2021-01-11 00:54,3.45
BWI,2021-01-11 01:54,0.00
BWI,2021-01-11 02:54,0.00
BWI,2021-01-11 03:54,3.45
BWI,2021-01-11 04:54,0.00
BWI,2021-01-11 05:54,0.00
BWI,2021-01-11 06:54,3.45
BWI,2021-01-11 07:54,3.45
BWI,2021-01-11 08:54,0.00
BWI,2021-01-11 09:54,0.00
BWI,2021-01-11 10:54,0.00
BWI,2021-01-11 11:54,0.00
BWI,2021-01-11 12:54,0.00
BWI,2021-01-11 13:54,0.00
BWI,2021-01-11 14:54,0.00
BWI,2021-01-11 15:54,0.00
BWI,2021-01-11 16:54,0.00
BWI,2021-01-11 17:54,0.00
BWI,2021-01-11 18:54,3.45
BWI,2021-01-11 19:54,3.45
BWI,2021-01-11 20:54,0.00
BWI,2021-01-11 21:54,3.45
BWI,2021-01-11 22:54,3.45
BWI,2021-01-11 23:54,3.45
BWI,2021-01-12 00:54,3.45
BWI,2021-01-12 01:54,0.00
BWI,2021-01-12 02:54,3.45
BWI,2021-01-12 03:54,0.00
BWI,2021-01-12 04:54,3.45
BWI,2021-01-12 05:54,3.45
BWI,2021-01-12 06:54,3.45
BWI,2021-01-12 07:54,0.00
BWI,2021-01-12 08:54,0.00
BWI,2021-01-12 09:54,4.60
BWI,2021-01-12 10:54,0.00
BWI,2021-01-12 11:54,0.00
BWI,2021-01-12 12:54,0.00
BWI,2021-01-12 13:54,0.00
BWI,2021-01-12 14:54,3.45
BWI,2021-01-12 15:54,9.20
BWI,2021-01-12 16:54,4.60
BWI,2021-01-12 17:54,4.60
BWI,2021-01-12 18:54,5.75
BWI,2021-01-12 19:54,9.20
BWI,2021-01-12 20:54,8.05
BWI,2021-01-12 21:54,5.75
BWI,2021-01-12 22:54,0.00
BWI,2021-01-12 23:54,0.00
BWI,2021-01-13 00:54,0.00
BWI,2021-01-13 01:54,0.00
BWI,2021-01-13 02:54,0.00
BWI,2021-01-13 03:54,0.00
BWI,2021-01-13 04:54,0.00
BWI,2021-01-13 05:54,0.00
BWI,2021-01-13 06:54,3.45
BWI,2021-01-13 07:54,0.00
BWI,2021-01-13 08:54,3.45
BWI,2021-01-13 09:54,3.45
BWI,2021-01-13 10:54,3.45
BWI,2021-01-13 11:54,0.00
BWI,2021-01-13 12:54,0.00
BWI,2021-01-13 13:54,0.00
BWI,2021-01-13 14:54,0.00
BWI,2021-01-13 15:54,0.00
BWI,2021-01-13 16:54,0.00
BWI,2021-01-13 17:54,6.90
BWI,2021-01-13 18:54,5.75
BWI,2021-01-13 19:54,6.90
BWI,2021-01-13 20:54,8.05
BWI,2021-01-13 21:54,6.90
BWI,2021-01-13 22:54,4.60
BWI,2021-01-13 23:54,4.60
BWI,2021-01-14 00:54,0.00
BWI,2021-01-14 01:54,0.00
BWI,2021-01-14 02:54,0.00
BWI,2021-01-14 03:54,0.00
BWI,2021-01-14 04:54,0.00
BWI,2021-01-14 05:54,0.00
BWI,2021-01-14 06:44,0.00
BWI,2021-01-14 06:54,0.00
BWI,2021-01-14 07:54,0.00
BWI,2021-01-14 08:54,3.45
BWI,2021-01-14 09:54,0.00
BWI,2021-01-14 10:54,3.45
BWI,2021-01-14 11:54,3.45
BWI,2021-01-14 12:54,0.00
BWI,2021-01-14 13:54,0.00
BWI,2021-01-14 14:54,0.00
BWI,2021-01-14 15:54,3.45
BWI,2021-01-14 16:54,0.00
BWI,2021-01-14 17:54,5.75
BWI,2021-01-14 18:54,3.45
BWI,2021-01-14 19:54,3.45
BWI,2021-01-14 20:54,5.75
BWI,2021-01-14 21:54,6.90
BWI,2021-01-14 22:54,3.45
BWI,2021-01-14 23:54,0.00
BWI,2021-01-15 00:54,0.00
BWI,2021-01-15 01:54,0.00
BWI,2021-01-15 02:54,0.00
BWI,2021-01-15 03:54,0.00
BWI,2021-01-15 04:54,0.00
BWI,2021-01-15 05:54,0.00
BWI,2021-01-15 06:54,0.00
BWI,2021-01-15 07:54,0.00
BWI,2021-01-15 08:54,4.60
BWI,2021-01-15 09:54,3.45
BWI,2021-01-15 10:54,3.45
BWI,2021-01-15 11:54,6.90
BWI,2021-01-15 12:54,6.90
BWI,2021-01-15 13:54,4.60
BWI,2021-01-15 14:54,9.20
BWI,2021-01-15 15:54,10.35
BWI,2021-01-15 16:54,11.50
BWI,2021-01-15 17:54,14.95
BWI,2021-01-15 18:54,10.35
BWI,2021-01-15 19:23,12.65
BWI,2021-01-15 19:54,14.95
BWI,2021-01-15 20:54,6.90
BWI,2021-01-15 21:54,10.35
BWI,2021-01-15 22:54,5.75
BWI,2021-01-15 23:54,4.60
BWI,2021-01-16 00:54,5.75
BWI,2021-01-16 01:54,5.75
BWI,2021-01-16 02:23,5.75
BWI,2021-01-16 02:54,3.45
BWI,2021-01-16 03:14,6.90
BWI,2021-01-16 03:54,3.45
BWI,2021-01-16 04:45,0.00
BWI,2021-01-16 04:54,0.00
BWI,2021-01-16 05:54,0.00
BWI,2021-01-16 06:54,3.45
BWI,2021-01-16 07:54,11.50
BWI,2021-01-16 08:46,5.75
BWI,2021-01-16 08:54,4.60
BWI,2021-01-16 09:54,3.45
BWI,2021-01-16 10:54,5.75
BWI,2021-01-16 11:54,4.60
BWI,2021-01-16 12:54,4.60
BWI,2021-01-16 13:54,5.75
BWI,2021-01-16 14:54,12.65
BWI,2021-01-16 15:54,10.35
BWI,2021-01-16 16:54,10.35
BWI,2021-01-16 17:54,12.65
BWI,2021-01-16 18:54,9.20
BWI,2021-01-16 19:54,10.35
BWI,2021-01-16 20:54,14.95
BWI,2021-01-16 21:54,10.35
BWI,2021-01-16 22:54,4.60
BWI,2021-01-16 23:54,6.90
BWI,2021-01-17 00:54,11.50
BWI,2021-01-17 01:54,9.20
BWI,2021-01-17 02:54,12.65
BWI,2021-01-17 03:54,9.20
BWI,2021-01-17 04:54,8.05
BWI,2021-01-17 05:54,8.05
BWI,2021-01-17 06:54,8.05
BWI,2021-01-17 07:54,8.05
BWI,2021-01-17 08:54,5.75
BWI,2021-01-17 09:54,9.20
BWI,2021-01-17 10:54,8.05
BWI,2021-01-17 11:54,8.05
BWI,2021-01-17 12:54,10.35
BWI,2021-01-17 13:54,8.05
BWI,2021-01-17 14:54,12.65
BWI,2021-01-17 15:54,11.50
BWI,2021-01-17 16:54,13.80
BWI,2021-01-17 17:54,13.80
BWI,2021-01-17 18:54,13.80
BWI,2021-01-17 19:54,13.80
BWI,2021-01-17 20:54,8.05
BWI,2021-01-17 21:54,4.60
BWI,2021-01-17 22:54,6.90
BWI,2021-01-17 23:54,8.05
BWI,2021-01-18 00:54,4.60
BWI,2021-01-18 01:54,3.45
BWI,2021-01-18 02:54,3.45
BWI,2021-01-18 03:54,4.60
BWI,2021-01-18 04:54,5.75
BWI,2021-01-18 05:54,4.60
BWI,2021-01-18 06:54,5.75
BWI,2021-01-18 07:54,5.75
BWI,2021-01-18 08:54,3.45
BWI,2021-01-18 09:54,4.60
BWI,2021-01-18 10:54,4.60
BWI,2021-01-18 11:54,4.60
BWI,2021-01-18 12:54,5.75
BWI,2021-01-18 13:54,5.75
BWI,2021-01-18 14:54,13.80
BWI,2021-01-18 15:54,19.55
BWI,2021-01-18 16:54,16.10
BWI,2021-01-18 17:54,14.95
BWI,2021-01-18 18:54,16.10
BWI,2021-01-18 19:54,13.80
BWI,2021-01-18 20:54,16.10
BWI,2021-01-18 21:54,13.80
BWI,2021-01-18 22:54,5.75
BWI,2021-01-18 23:54,13.80
BWI,2021-01-19 00:54,5.75
BWI,2021-01-19 01:54,8.05
BWI,2021-01-19 02:54,6.90
BWI,2021-01-19 03:54,6.90
BWI,2021-01-19 04:54,9.20
BWI,2021-01-19 05:54,8.05
BWI,2021-01-19 06:54,8.05
BWI,2021-01-19 07:54,3.45
BWI,2021-01-19 08:54,5.75
BWI,2021-01-19 09:54,9.20
BWI,2021-01-19 10:54,12.65
BWI,2021-01-19 11:54,5.75
BWI,2021-01-19 12:54,5.75
BWI,2021-01-19 13:54,4.60
BWI,2021-01-19 14:54,6.90
BWI,2021-01-19 15:54,5.75
BWI,2021-01-19 16:54,5.75
BWI,2021-01-19 17:54,14.95
BWI,2021-01-19 18:54,16.10
BWI,2021-01-19 19:54,18.40
BWI,2021-01-19 20:54,12.65
BWI,2021-01-19 21:54,9.20
BWI,2021-01-19 22:54,4.60
BWI,2021-01-19 23:54,4.60
BWI,2021-01-20 00:54,3.45
BWI,2021-01-20 01:54,3.45
BWI,2021-01-20 02:54,0.00
BWI,2021-01-20 03:54,3.45
BWI,2021-01-20 04:54,0.00
BWI,2021-01-20 05:54,3.45
BWI,2021-01-20 06:54,0.00
BWI,2021-01-20 07:54,0.00
BWI,2021-01-20 08:51,3.45
BWI,2021-01-20 08:54,5.75
BWI,2021-01-20 09:22,4.60
BWI,2021-01-20 09:54,10.35
BWI,2021-01-20 10:54,20.70
BWI,2021-01-20 11:54,12.65
BWI,2021-01-20 12:54,20.70
BWI,2021-01-20 13:54,20.70
BWI,2021-01-20 14:54,16.10
BWI,2021-01-20 15:54,23.00
BWI,2021-01-20 16:54,18.40
BWI,2021-01-20 17:54,20.70
BWI,2021-01-20 18:54,25.30
BWI,2021-01-20 19:54,17.25
BWI,2021-01-20 20:54,16.10
BWI,2021-01-20 21:54,9.20
BWI,2021-01-20 22:54,10.35
BWI,2021-01-20 23:54,5.75
BWI,2021-01-21 00:54,3.45
BWI,2021-01-21 01:54,3.45
BWI,2021-01-21 02:54,0.00
BWI,2021-01-21 03:54,0.00
BWI,2021-01-21 04:54,0.00
BWI,2021-01-21 05:54,0.00
BWI,2021-01-21 06:54,4.60
BWI,2021-01-21 07:54,0.00
BWI,2021-01-21 08:54,0.00
BWI,2021-01-21 09:54,0.00
BWI,2021-01-21 10:54,4.60
BWI,2021-01-21 11:54,4.60
BWI,2021-01-21 12:54,3.45
BWI,2021-01-21 13:54,5.75
BWI,2021-01-21 14:54,9.20
BWI,2021-01-21 15:54,9.20
BWI,2021-01-21 16:54,8.05
BWI,2021-01-21 17:54,6.90
BWI,2021-01-21 18:54,9.20
BWI,2021-01-21 19:54,10.35
BWI,2021-01-21 20:54,14.95
BWI,2021-01-21 21:54,6.90
BWI,2021-01-21 22:54,5.75
BWI,2021-01-21 23:54,3.45
BWI,2021-01-22 00:54,8.05
BWI,2021-01-22 01:54,8.05
BWI,2021-01-22 02:54,5.75
BWI,2021-01-22 03:54,9.20
BWI,2021-01-22 04:54,4.60
BWI,2021-01-22 05:54,4.60
BWI,2021-01-22 06:54,5.75
BWI,2021-01-22 07:54,4.60
BWI,2021-01-22 08:54,4.60
BWI,2021-01-22 09:54,5.75
BWI,2021-01-22 10:54,6.90
BWI,2021-01-22 11:54,4.60
BWI,2021-01-22 12:54,5.75
BWI,2021-01-22 13:54,3.45
BWI,2021-01-22 14:54,3.45
BWI,2021-01-22 15:54,6.90
BWI,2021-01-22 16:54,12.65
BWI,2021-01-22 17:54,17.25
BWI,2021-01-22 18:54,12.65
BWI,2021-01-22 19:54,19.55
BWI,2021-01-22 20:54,18.40
BWI,2021-01-22 21:54,9.20
BWI,2021-01-22 22:54,5.75
BWI,2021-01-22 23:54,5.75
BWI,2021-01-23 00:54,0.00
BWI,2021-01-23 01:54,4.60
BWI,2021-01-23 02:54,0.00
BWI,2021-01-23 03:54,6.90
BWI,2021-01-23 04:54,9.20
BWI,2021-01-23 05:54,9.20
BWI,2021-01-23 06:54,11.50
BWI,2021-01-23 07:54,13.80
BWI,2021-01-23 08:54,13.80
BWI,2021-01-23 09:54,10.35
BWI,2021-01-23 10:54,6.90
BWI,2021-01-23 11:54,17.25
BWI,2021-01-23 12:54,18.40
BWI,2021-01-23 13:54,16.10
BWI,2021-01-23 14:54,18.40
BWI,2021-01-23 15:54,11.50
BWI,2021-01-23 16:54,17.25
BWI,2021-01-23 17:54,12.65
BWI,2021-01-23 18:54,17.25
BWI,2021-01-23 19:54,12.65
BWI,2021-01-23 20:54,12.65
BWI,2021-01-23 21:54,12.65
BWI,2021-01-23 22:54,12.65
BWI,2021-01-23 23:54,12.65
BWI,2021-01-24 00:54,11.50
BWI,2021-01-24 01:54,9.20
BWI,2021-01-24 02:54,10.35
BWI,2021-01-24 03:54,8.05
BWI,2021-01-24 04:54,10.35
BWI,2021-01-24 05:54,6.90
BWI,2021-01-24 06:54,10.35
BWI,2021-01-24 07:54,10.35
BWI,2021-01-24 08:54,10.35
BWI,2021-01-24 09:54,9.20
BWI,2021-01-24 10:54,8.05
BWI,2021-01-24 11:54,8.05
BWI,2021-01-24 12:54,9.20
BWI,2021-01-24 13:54,9.20
BWI,2021-01-24 14:54,8.05
BWI,2021-01-24 15:54,10.35
BWI,2021-01-24 16:54,8.05
BWI,2021-01-24 17:54,8.05
BWI,2021-01-24 18:54,4.60
BWI,2021-01-24 19:54,6.90
BWI,2021-01-24 20:54,6.90
BWI,2021-01-24 21:54,4.60
BWI,2021-01-24 22:54,5.75
BWI,2021-01-24 23:54,5.75
BWI,2021-01-25 00:54,3.45
BWI,2021-01-25 01:54,0.00
BWI,2021-01-25 02:54,0.00
BWI,2021-01-25 03:54,0.00
BWI,2021-01-25 04:54,3.45
BWI,2021-01-25 05:54,0.00
BWI,2021-01-25 06:54,0.00
BWI,2021-01-25 07:54,0.00
BWI,2021-01-25 08:54,0.00
BWI,2021-01-25 09:54,3.45
BWI,2021-01-25 10:54,6.90
BWI,2021-01-25 11:54,6.90
BWI,2021-01-25 12:54,6.90
BWI,2021-01-25 13:54,8.05
BWI,2021-01-25 14:54,10.35
BWI,2021-01-25 15:54,8.05
BWI,2021-01-25 16:54,4.60
BWI,2021-01-25 17:04,4.60
BWI,2021-01-25 17:35,3.45
BWI,2021-01-25 17:54,5.75
BWI,2021-01-25 18:03,5.75
BWI,2021-01-25 18:54,4.60
BWI,2021-01-25 19:54,4.60
BWI,2021-01-25 20:54,8.05
BWI,2021-01-25 21:54,8.05
BWI,2021-01-25 22:54,6.90
BWI,2021-01-25 23:54,4.60
BWI,2021-01-26 00:08,4.60
BWI,2021-01-26 00:19,4.60
BWI,2021-01-26 00:54,4.60
BWI,2021-01-26 01:04,3.45
BWI,2021-01-26 01:38,6.90
BWI,2021-01-26 01:54,5.75
BWI,2021-01-26 02:29,8.05
BWI,2021-01-26 02:40,8.05
BWI,2021-01-26 02:45,8.05
BWI,2021-01-26 02:54,6.90
BWI,2021-01-26 04:45,8.05
BWI,2021-01-26 04:54,9.20
BWI,2021-01-26 05:51,8.05
BWI,2021-01-26 05:54,10.35
BWI,2021-01-26 06:05,10.35
BWI,2021-01-26 06:13,9.20
BWI,2021-01-26 06:37,9.20
BWI,2021-01-26 06:47,8.05
BWI,2021-01-26 06:54,8.05
BWI,2021-01-26 07:08,5.75
BWI,2021-01-26 07:52,9.20
BWI,2021-01-26 07:54,9.20
BWI,2021-01-26 08:09,8.05
BWI,2021-01-26 08:54,8.05
BWI,2021-01-26 09:54,6.90
BWI,2021-01-26 10:43,3.45
BWI,2021-01-26 10:54,5.75
BWI,2021-01-26 11:02,3.45
BWI,2021-01-26 11:17,4.60
BWI,2021-01-26 11:32,8.05
BWI,2021-01-26 11:51,8.05
BWI,2021-01-26 11:54,9.20
BWI,2021-01-26 12:03,5.75
BWI,2021-01-26 12:27,5.75
BWI,2021-01-26 12:39,5.75
BWI,2021-01-26 12:54,9.20
BWI,2021-01-26 13:11,8.05
BWI,2021-01-26 13:18,8.05
BWI,2021-01-26 13:30,6.90
BWI,2021-01-26 13:54,5.75
BWI,2021-01-26 14:14,8.05
BWI,2021-01-26 14:26,6.90
BWI,2021-01-26 14:40,6.90
BWI,2021-01-26 14:54,9.20
BWI,2021-01-26 14:55,8.05
BWI,2021-01-26 15:14,5.75
BWI,2021-01-26 15:39,3.45
BWI,2021-01-26 15:54,8.05
BWI,2021-01-26 16:17,5.75
BWI,2021-01-26 16:54,5.75
BWI,2021-01-26 17:19,5.75
BWI,2021-01-26 17:37,4.60
BWI,2021-01-26 17:54,4.60
BWI,2021-01-26 18:54,4.60
BWI,2021-01-26 19:54,3.45
BWI,2021-01-26 20:54,0.00
BWI,2021-01-26 21:54,3.45
BWI,2021-01-26 22:54,0.00
BWI,2021-01-26 23:54,4.60
BWI,2021-01-27 00:25,3.45
BWI,2021-01-27 00:54,3.45
BWI,2021-01-27 01:23,0.00
BWI,2021-01-27 01:54,3.45
BWI,2021-01-27 02:54,0.00
BWI,2021-01-27 03:05,3.45
BWI,2021-01-27 03:54,4.60
BWI,2021-01-27 04:26,4.60
BWI,2021-01-27 04:50,4.60
BWI,2021-01-27 04:54,5.75
BWI,2021-01-27 05:54,5.75
BWI,2021-01-27 06:09,5.75
BWI,2021-01-27 06:54,4.60
BWI,2021-01-27 07:38,6.90
BWI,2021-01-27 07:54,4.60
BWI,2021-01-27 08:54,4.60
BWI,2021-01-27 09:01,4.60
BWI,2021-01-27 09:54,4.60
BWI,2021-01-27 10:54,5.75
BWI,2021-01-27 11:54,6.90
BWI,2021-01-27 12:54,6.90
BWI,2021-01-27 13:54,8.05
BWI,2021-01-27 14:54,8.05
BWI,2021-01-27 15:54,11.50
BWI,2021-01-27 16:54,11.50
BWI,2021-01-27 17:54,11.50
BWI,2021-01-27 18:54,10.35
BWI,2021-01-27 19:54,8.05
BWI,2021-01-27 20:54,5.75
BWI,2021-01-27 21:54,8.05
BWI,2021-01-27 22:54,4.60
BWI,2021-01-27 23:54,3.45
BWI,2021-01-28 00:54,4.60
BWI,2021-01-28 01:54,3.45
BWI,2021-01-28 02:54,5.75
BWI,2021-01-28 03:54,4.60
